table,record,action,field,before,after
grades,G001-164,Added,,,
grades,G011-09,Added,,,
grades,G046-07,Added,,,
grades,G020-64,Added,,,
grades,G027-48,Added,,,
grades,G031-37,Added,,,
grades,G001-165,Added,,,
grades,G014-14,Added,,,
grades,G048-04,Added,,,
grades,G024-21,Added,,,
grades,G027-49,Added,,,
grades,G082-11,Added,,,
headlines,M146 | density | V009497,Added,,,
headlines,M146 | hdt045 | V009504,Added,,,
headlines,M147 | density | V009643,Added,,,
headlines,M147 | hdt045 | V009650,Added,,,
headlines,M148 | density | V009726,Added,,,
headlines,M148 | hdt045 | V009734,Added,,,
material_links,M146 | printing | P0930,Added,,,
material_links,M147 | printing | P0946,Added,,,
material_links,M148 | printing | P0953,Added,,,
materials,M146,Added,,,
materials,M147,Added,,,
materials,M148,Added,,,
measurements,V009469,Added,,,
measurements,V009470,Added,,,
measurements,V009471,Added,,,
measurements,V009472,Added,,,
measurements,V009473,Added,,,
measurements,V009474,Added,,,
measurements,V009475,Added,,,
measurements,V009476,Added,,,
measurements,V009477,Added,,,
measurements,V009478,Added,,,
measurements,V009479,Added,,,
measurements,V009480,Added,,,
measurements,V009481,Added,,,
measurements,V009482,Added,,,
measurements,V009483,Added,,,
measurements,V009484,Added,,,
measurements,V009485,Added,,,
measurements,V009486,Added,,,
measurements,V009487,Added,,,
measurements,V009488,Added,,,
measurements,V009489,Added,,,
measurements,V009490,Added,,,
measurements,V009491,Added,,,
measurements,V009492,Added,,,
measurements,V009493,Added,,,
measurements,V009494,Added,,,
measurements,V009495,Added,,,
measurements,V009496,Added,,,
measurements,V009497,Added,,,
measurements,V009498,Added,,,
measurements,V009499,Added,,,
measurements,V009500,Added,,,
measurements,V009501,Added,,,
measurements,V009502,Added,,,
measurements,V009503,Added,,,
measurements,V009504,Added,,,
measurements,V009505,Added,,,
measurements,V009506,Added,,,
measurements,V009507,Added,,,
measurements,V009508,Added,,,
measurements,V009509,Added,,,
measurements,V009510,Added,,,
measurements,V009511,Added,,,
measurements,V009512,Added,,,
measurements,V009513,Added,,,
measurements,V009514,Added,,,
measurements,V009515,Added,,,
measurements,V009516,Added,,,
measurements,V009517,Added,,,
measurements,V009518,Added,,,
measurements,V009519,Added,,,
measurements,V009520,Added,,,
measurements,V009521,Added,,,
measurements,V009522,Added,,,
measurements,V009523,Added,,,
measurements,V009524,Added,,,
measurements,V009525,Added,,,
measurements,V009526,Added,,,
measurements,V009527,Added,,,
measurements,V009528,Added,,,
measurements,V009529,Added,,,
measurements,V009530,Added,,,
measurements,V009531,Added,,,
measurements,V009532,Added,,,
measurements,V009533,Added,,,
measurements,V009534,Added,,,
measurements,V009535,Added,,,
measurements,V009536,Added,,,
measurements,V009537,Added,,,
measurements,V009538,Added,,,
measurements,V009539,Added,,,
measurements,V009540,Added,,,
measurements,V009541,Added,,,
measurements,V009542,Added,,,
measurements,V009543,Added,,,
measurements,V009544,Added,,,
measurements,V009545,Added,,,
measurements,V009546,Added,,,
measurements,V009547,Added,,,
measurements,V009548,Added,,,
measurements,V009549,Added,,,
measurements,V009550,Added,,,
measurements,V009551,Added,,,
measurements,V009552,Added,,,
measurements,V009553,Added,,,
measurements,V009554,Added,,,
measurements,V009555,Added,,,
measurements,V009556,Added,,,
measurements,V009557,Added,,,
measurements,V009558,Added,,,
measurements,V009559,Added,,,
measurements,V009560,Added,,,
measurements,V009561,Added,,,
measurements,V009562,Added,,,
measurements,V009563,Added,,,
measurements,V009564,Added,,,
measurements,V009565,Added,,,
measurements,V009566,Added,,,
measurements,V009567,Added,,,
measurements,V009568,Added,,,
measurements,V009569,Added,,,
measurements,V009570,Added,,,
measurements,V009571,Added,,,
measurements,V009572,Added,,,
measurements,V009573,Added,,,
measurements,V009574,Added,,,
measurements,V009575,Added,,,
measurements,V009576,Added,,,
measurements,V009577,Added,,,
measurements,V009578,Added,,,
measurements,V009579,Added,,,
measurements,V009580,Added,,,
measurements,V009581,Added,,,
measurements,V009582,Added,,,
measurements,V009583,Added,,,
measurements,V009584,Added,,,
measurements,V009585,Added,,,
measurements,V009586,Added,,,
measurements,V009587,Added,,,
measurements,V009588,Added,,,
measurements,V009589,Added,,,
measurements,V009590,Added,,,
measurements,V009591,Added,,,
measurements,V009592,Added,,,
measurements,V009593,Added,,,
measurements,V009594,Added,,,
measurements,V009595,Added,,,
measurements,V009596,Added,,,
measurements,V009597,Added,,,
measurements,V009598,Added,,,
measurements,V009599,Added,,,
measurements,V009600,Added,,,
measurements,V009601,Added,,,
measurements,V009602,Added,,,
measurements,V009603,Added,,,
measurements,V009604,Added,,,
measurements,V009605,Added,,,
measurements,V009606,Added,,,
measurements,V009607,Added,,,
measurements,V009608,Added,,,
measurements,V009609,Added,,,
measurements,V009610,Added,,,
measurements,V009611,Added,,,
measurements,V009612,Added,,,
measurements,V009613,Added,,,
measurements,V009614,Added,,,
measurements,V009615,Added,,,
measurements,V009616,Added,,,
measurements,V009617,Added,,,
measurements,V009618,Added,,,
measurements,V009619,Added,,,
measurements,V009620,Added,,,
measurements,V009621,Added,,,
measurements,V009622,Added,,,
measurements,V009623,Added,,,
measurements,V009624,Added,,,
measurements,V009625,Added,,,
measurements,V009626,Added,,,
measurements,V009627,Added,,,
measurements,V009628,Added,,,
measurements,V009629,Added,,,
measurements,V009630,Added,,,
measurements,V009631,Added,,,
measurements,V009632,Added,,,
measurements,V009633,Added,,,
measurements,V009634,Added,,,
measurements,V009635,Added,,,
measurements,V009636,Added,,,
measurements,V009637,Added,,,
measurements,V009638,Added,,,
measurements,V009639,Added,,,
measurements,V009640,Added,,,
measurements,V009641,Added,,,
measurements,V009642,Added,,,
measurements,V009643,Added,,,
measurements,V009644,Added,,,
measurements,V009645,Added,,,
measurements,V009646,Added,,,
measurements,V009647,Added,,,
measurements,V009648,Added,,,
measurements,V009649,Added,,,
measurements,V009650,Added,,,
measurements,V009651,Added,,,
measurements,V009652,Added,,,
measurements,V009653,Added,,,
measurements,V009654,Added,,,
measurements,V009655,Added,,,
measurements,V009656,Added,,,
measurements,V009657,Added,,,
measurements,V009658,Added,,,
measurements,V009659,Added,,,
measurements,V009660,Added,,,
measurements,V009661,Added,,,
measurements,V009662,Added,,,
measurements,V009663,Added,,,
measurements,V009664,Added,,,
measurements,V009665,Added,,,
measurements,V009666,Added,,,
measurements,V009667,Added,,,
measurements,V009668,Added,,,
measurements,V009669,Added,,,
measurements,V009670,Added,,,
measurements,V009671,Added,,,
measurements,V009672,Added,,,
measurements,V009673,Added,,,
measurements,V009674,Added,,,
measurements,V009675,Added,,,
measurements,V009676,Added,,,
measurements,V009677,Added,,,
measurements,V009678,Added,,,
measurements,V009679,Added,,,
measurements,V009680,Added,,,
measurements,V009681,Added,,,
measurements,V009682,Added,,,
measurements,V009683,Added,,,
measurements,V009684,Added,,,
measurements,V009685,Added,,,
measurements,V009686,Added,,,
measurements,V009687,Added,,,
measurements,V009688,Added,,,
measurements,V009689,Added,,,
measurements,V009690,Added,,,
measurements,V009691,Added,,,
measurements,V009692,Added,,,
measurements,V009693,Added,,,
measurements,V009694,Added,,,
measurements,V009695,Added,,,
measurements,V009696,Added,,,
measurements,V009697,Added,,,
measurements,V009698,Added,,,
measurements,V009699,Added,,,
measurements,V009700,Added,,,
measurements,V009701,Added,,,
measurements,V009702,Added,,,
measurements,V009703,Added,,,
measurements,V009704,Added,,,
measurements,V009705,Added,,,
measurements,V009706,Added,,,
measurements,V009707,Added,,,
measurements,V009708,Added,,,
measurements,V009709,Added,,,
measurements,V009710,Added,,,
measurements,V009711,Added,,,
measurements,V009712,Added,,,
measurements,V009713,Added,,,
measurements,V009714,Added,,,
measurements,V009715,Added,,,
measurements,V009716,Added,,,
measurements,V009717,Added,,,
measurements,V009718,Added,,,
measurements,V009719,Added,,,
measurements,V009720,Added,,,
measurements,V009721,Added,,,
measurements,V009722,Added,,,
measurements,V009723,Added,,,
measurements,V009724,Added,,,
measurements,V009725,Added,,,
measurements,V009726,Added,,,
measurements,V009727,Added,,,
measurements,V009728,Added,,,
measurements,V009729,Added,,,
measurements,V009730,Added,,,
measurements,V009731,Added,,,
measurements,V009732,Added,,,
measurements,V009733,Added,,,
measurements,V009734,Added,,,
measurements,V009735,Added,,,
measurements,V009736,Added,,,
measurements,V009737,Added,,,
measurements,V009738,Added,,,
measurements,V009739,Added,,,
measurements,V009740,Added,,,
measurements,V009741,Added,,,
measurements,V009742,Added,,,
measurements,V009743,Added,,,
measurements,V009744,Added,,,
measurements,V009745,Added,,,
measurements,V009746,Added,,,
measurements,V009747,Added,,,
measurements,V009748,Added,,,
measurements,V009749,Added,,,
measurements,V009750,Added,,,
measurements,V009751,Added,,,
measurements,V009752,Added,,,
measurements,V009753,Added,,,
measurements,V009754,Added,,,
measurements,V009755,Added,,,
measurements,V009756,Added,,,
measurements,V009757,Added,,,
measurements,V009758,Added,,,
measurements,V009759,Added,,,
measurements,V009760,Added,,,
measurements,V009761,Added,,,
measurements,V009762,Added,,,
measurements,V009763,Added,,,
measurements,V009764,Added,,,
measurements,V009765,Added,,,
measurements,V009766,Added,,,
measurements,V009767,Added,,,
measurements,V009768,Added,,,
measurements,V009769,Added,,,
measurements,V009770,Added,,,
measurements,V009771,Added,,,
measurements,V009772,Added,,,
measurements,V009773,Added,,,
measurements,V009774,Added,,,
measurements,V009775,Added,,,
measurements,V009776,Added,,,
measurements,V009777,Added,,,
measurements,V009778,Added,,,
measurements,V009779,Added,,,
measurements,V009780,Added,,,
measurements,V009781,Added,,,
measurements,V009782,Added,,,
measurements,V009783,Added,,,
measurements,V009784,Added,,,
measurements,V009785,Added,,,
measurements,V009786,Added,,,
measurements,V009787,Added,,,
measurements,V009788,Added,,,
measurements,V009789,Added,,,
measurements,V009790,Added,,,
measurements,V009791,Added,,,
measurements,V009792,Added,,,
measurements,V009793,Added,,,
measurements,V009794,Added,,,
measurements,V009795,Added,,,
measurements,V009796,Added,,,
measurements,V009797,Added,,,
measurements,V009798,Added,,,
measurements,V009799,Added,,,
measurements,V009800,Added,,,
measurements,V009801,Added,,,
measurements,V009802,Added,,,
measurements,V009803,Added,,,
measurements,V009804,Added,,,
measurements,V009805,Added,,,
measurements,V009806,Added,,,
measurements,V009807,Added,,,
measurements,V009808,Added,,,
measurements,V009809,Added,,,
measurements,V009810,Added,,,
measurements,V009811,Added,,,
measurements,V009812,Added,,,
measurements,V009813,Added,,,
measurements,V009814,Added,,,
measurements,V009815,Added,,,
measurements,V009816,Added,,,
measurements,V009817,Added,,,
measurements,V009818,Added,,,
measurements,V009819,Added,,,
measurements,V009820,Added,,,
measurements,V009821,Added,,,
measurements,V009822,Added,,,
measurements,V009823,Added,,,
measurements,V009824,Added,,,
measurements,V009825,Added,,,
measurements,V009826,Added,,,
measurements,V009827,Added,,,
measurements,V009828,Added,,,
measurements,V009829,Added,,,
measurements,V009830,Added,,,
measurements,V009831,Added,,,
measurements,V009832,Added,,,
measurements,V009833,Added,,,
measurements,V009834,Added,,,
measurements,V009835,Added,,,
measurements,V009836,Added,,,
measurements,V009837,Added,,,
measurements,V009838,Added,,,
measurements,V009839,Added,,,
measurements,V009840,Added,,,
measurements,V009841,Added,,,
measurements,V009842,Added,,,
measurements,V009843,Added,,,
measurements,V009844,Added,,,
measurements,V009845,Added,,,
measurements,V009846,Added,,,
measurements,V009847,Added,,,
measurements,V009848,Added,,,
measurements,V009849,Added,,,
measurements,V009850,Added,,,
measurements,V009851,Added,,,
profile_notes,P0929 | Speed,Added,,,
profile_notes,P0940 | Speed,Added,,,
profile_notes,P0946 | Layer height,Added,,,
profile_notes,P0948 | Cooling,Added,,,
profile_notes,P0948 | Speed,Added,,,
profile_notes,P0952 | Cooling,Added,,,
profile_notes,P0952 | Speed,Added,,,
profile_notes,P0952 | Retraction,Added,,,
profile_notes,P0953 | Speed,Added,,,
profile_notes,P0954 | Speed,Added,,,
profile_notes,P0956 | Speed,Added,,,
profile_notes,P0956 | Layer height,Added,,,
profile_notes,P0965 | Speed,Added,,,
profiles,P0929,Added,,,
profiles,P0930,Added,,,
profiles,P0931,Added,,,
profiles,P0932,Added,,,
profiles,P0933,Added,,,
profiles,P0934,Added,,,
profiles,P0935,Added,,,
profiles,P0936,Added,,,
profiles,P0937,Added,,,
profiles,P0938,Added,,,
profiles,P0939,Added,,,
profiles,P0940,Added,,,
profiles,P0941,Added,,,
profiles,P0942,Added,,,
profiles,P0943,Added,,,
profiles,P0944,Added,,,
profiles,P0945,Added,,,
profiles,P0946,Added,,,
profiles,P0947,Added,,,
profiles,P0948,Added,,,
profiles,P0949,Added,,,
profiles,P0950,Added,,,
profiles,P0951,Added,,,
profiles,P0952,Added,,,
profiles,P0953,Added,,,
profiles,P0954,Added,,,
profiles,P0955,Added,,,
profiles,P0956,Added,,,
profiles,P0957,Added,,,
profiles,P0958,Added,,,
profiles,P0959,Added,,,
profiles,P0960,Added,,,
profiles,P0961,Added,,,
profiles,P0962,Added,,,
profiles,P0963,Added,,,
profiles,P0964,Added,,,
profiles,P0965,Added,,,
profiles,P0966,Added,,,
profiles,P0967,Added,,,
profiles,P0968,Added,,,
sources,R-FILAMENT2PRINT-CreatBot-PLA,Added,,,
sources,R-COLORFABB-TDS-copperFill-en-0,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-NonOilen-EN-03082020-FfN,Added,,,
sources,R-FILAMENT2PRINT-F2P-ASA-EN,Added,,,
sources,S-PET-TDS-High-Gloss-PLA,Added,,,
sources,S-PET-TDS-MetalFil-Brass,Added,,,
sources,S-PET-TDS-ABSpro-Flame-Retardant,Added,,,
sources,S-PET-formfutura-tds-highprecisionpla,Added,,,
sources,S-PET-TDS-ePETG,Added,,,
sources,S-PET-TDS-ABSpro,Added,,,
sources,S-PET-TDS-EasyFil-ABS,Added,,,
sources,S-PET-TDS-PPSU,Added,,,
sources,S-PET-TDS-EasyFil-PLA,Added,,,
sources,S-PET-TDS-Galaxy-PLA,Added,,,
sources,S-PET-TDS-Silk-Gloss-PLA,Added,,,
sources,S-PET-TDS-LUVOCOM-3F-PEEK-CF-9676-BK,Added,,,
sources,S-PET-TDS-LUVOCOM-3F-PP-CF-9928-BK,Added,,,
sources,S-PET-TDS-Premium-PLA,Added,,,
sources,S-PET-TDS-Tough-PLA,Added,,,
sources,S-PET-TDS-EasyCork,Added,,,
sources,S-PET-TDS-MetalFil-Classic-Copper,Added,,,
sources,S-PET-TDS-LUVOCOM-3F-PAHT-9825-NT-Injection-molded-specimen,Added,,,
sources,S-PET-TDS-ReForm-rPET,Added,,,
sources,R-FILAMENT2PRINT-CreatBot-ASA,Added,,,
sources,R-3DJAKE-Technical-Data-Sheet-TPU-A95-V2,Added,,,
sources,S-PET-TDS-ePLA,Added,,,
sources,R-FILAMENT2PRINT-F2P-PETG-EN,Added,,,
sources,S-PET-TDS-EasyFil-HIPS,Added,,,
sources,R-3DJAKE-KINGROON-ABS-Technical-Data-Sheet-V1-0,Added,,,
sources,S-PET-TDS-LUVOCOM-3F-PAHT-9936-BK,Added,,,
sources,R-3D4MAKERS-TDS-LUVOCOM-3F-PAHT-KK-50056-BK-FR-Filament-3D4Makers,Added,,,
sources,S-PET-TDS-STYX-12,Added,,,
sources,S-PET-TDS-PLACTIVE,Added,,,
sources,S-PET-TDS-StoneFil,Added,,,
sources,S-PET-TDS-ApolloX,Added,,,
sources,S-PET-TDS-Volcano-PLA,Added,,,
sources,S-PET-TDS-MetalFil-Ancient-Bronze,Added,,,
sources,S-PET-TDS-FlexiFil,Added,,,
sources,S-PET-TDS-ReFill-PETG,Added,,,
sources,S-PET-TDS-ClearScent-ABS,Added,,,
sources,R-3DJAKE-Technical-Data-Sheet-ASA-V2,Added,,,
sources,S-PET-TDS-ReFill-PLA,Added,,,
sources,S-PET-TDS-EasyWood,Added,,,
sources,S-PET-TDS-LUVOCOM-3F-PAHT-CF-9891-BK,Added,,,
sources,S-PET-TDS-CarbonFil,Added,,,
sources,S-PET-TDS-Premium-ABS,Added,,,
sources,S-PET-TDS-Centaur-PP,Added,,,
