Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
,,,V006221,b11,Polymaker,FIBERON PET GF15,Vicat softening temperature,Not applicable,232.6 °C,232.6 °C,annealed ISO 306 GB/T 1633,"p. 1: Vicat softening temp. ISO 306, GB/T 1633",R-POLYMAKER-FIBERON-TDS-FIBERON-PET-GF15-v2-0-2026-02-02,https://polymaker.com/wp-content/uploads/lana-downloads/TDS_FIBERON_PET-GF15_v2.0_2026-02-02.pdf,.cache/sources/by-sha/1d1658d8e0a4a9654d41406685fa4652d91b1328bbfa88a3a32f8e01954bdeda.pdf,
,,,V006475,b11,Spectrum,ABS Kevlar,HDT,Not applicable,88 °C,88 °C,"0,45 MN/m2 ISO 75","p. 1: HDT 0,45 MN/m2",S-SPECTRUM-pl-tds-spectrum-abs-kevlar,https://spectrumfilaments.com/wp-content/uploads/2022/06/pl_tds_spectrum_abs_kevlar.pdf,.cache/sources/by-sha/9315791a800c9d4b11d942b677d72ddc407c7e8a3a594e1b6d520d11f220e6af.pdf,
,,,V006184,b11,Fabru,GreenTEC Pro,Mould shrinkage,Unstated,0.5 %,0.5 %,2577 ISO 294-4,"p. 1: Shrinkage (ISO 294-4, 2577)",R-FABRU-4701-material-data-sheet-GreenTEC-Pro-purefil,https://cdn02.plentyone.com/pvdtyofq45f2/propertyItems/4701%2Fmaterial+data+sheet+GreenTEC+Pro+purefil.pdf,.cache/sources/by-sha/0fae55072b780857c7ac1ae1cb5270c6d724c8aa89916f988b4c83170630fdb2.pdf,
,,,V006481,b11,Polymaker,FIBERON ASA CF08,Decomposition temperature,Not applicable,328.4 °C,328.4 °C,Not published,"p. 1: Decomposition temp. TGA, 20°C/min",R-POLYMAKER-FIBERON-TDS-FIBERON-ASA-CF08-V1-0-EN,https://polymaker.com/wp-content/uploads/lana-downloads/TDS_FIBERON-ASA-CF08_V1.0_EN.pdf,.cache/sources/by-sha/a14a5ae1c5ca6030b00a95bff124059fe0a2553b23d3cc2f84c3fcb2cde706ef.pdf,
,,,V006251,b11,Spectrum,petg esd,Tensile modulus,Unstated,1950 MPa,1.95 GPa,D 638,p. 1: Tensile Modulus,S-SPECTRUM-EN-TDS-Spectrum-PETG-ESD,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_PETG_ESD.pdf,.cache/sources/by-sha/249758e169e5d5124ca9129503ba19ed08499cc56ad454c28c0cde018e0f5e69.pdf,
,,,V006296,b11,colorFabb,PETG Economy,Tensile break strength,Unstated,28.67 MPa,28.67 MPa,ISO 527,p. 1: Tensile stress at break MPa,R-COLORFABB-TDS-E-ColorFabb-PETG-Economy-0,https://3d.nice-cdn.com/upload/file/TDS_E_ColorFabb_PETG_Economy[0].pdf,.cache/sources/by-sha/4cf588febf0ed414b142bd8a924d061d18874b6fc9aad91553c945189008c570.pdf,
,,,V006281,b11,Flashforge,PLA,Water absorption,Not applicable,0.3 %,0.3 %,23℃/24h ISO 62,p. 1: Water Absorption (23℃/24h) ISO 62 %,D-FLASH-PLA-TDS-EN,https://after-support.flashforge.jp/uploads/datasheet/tds/PLA_TDS_EN.pdf,.cache/sources/by-sha/4514e8abbf117b6283d66c0ce5995f019f96ef4e3f4472d27d7bb753d72ffa0b.pdf,
,,,V006356,b11,Spectrum,PLA Premium,Flexural modulus,Unstated,3.8 MPa,0.0038 GPa,D790,p. 1: Flexural Modulus,S-SPECTRUM-en-tds-spectrum-pla-premium,https://spectrumfilaments.com/wp-content/uploads/2021/12/en_tds_spectrum_pla_premium.pdf,.cache/sources/by-sha/642ff025cedb0d62f790086a24a8cb4387d0e40834ea230c6b1300fc2b6010c8.pdf,
,,,V006261,b11,Spectrum,pc cf,Tensile yield strength,Unstated,76 MPa,76 MPa,ISO 527,p. 1: Tensile Strength at Yield*,S-SPECTRUM-EN-TDS-Spectrum-PC-CF-3,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_PC_CF_3_.pdf,.cache/sources/by-sha/2767cd6b49968c12e8383a5499994f2112553aa6472d5bdb02f3e64cb9bcb914.pdf,
,,,V006389,b11,Polymaker,FIBERON PPS CF10,Melt mass-flow rate,Not applicable,26.2 g/10min,26.2 g/10 min,300°C 2.16 kg,"p. 1: Melt index 300°C, 2.16 kg",R-POLYMAKER-FIBERON-TDS-FIBERON-PPS-CF10-V1-1-EN-1,https://polymaker.com/wp-content/uploads/TDS_FIBERON-PPS-CF10_V1.1_EN-1.pdf,.cache/sources/by-sha/7c93949f3453a54d301969640699a51aef6ca945ee9930f4d6148a54b92eb9b3.pdf,
,,,V006401,b11,Polymaker,FIBERON PPS CF10,Elongation at break,Z,1.6 ± 0.2 %,1.6 %,Not published,p. 1: Elongation at break (Z),R-POLYMAKER-FIBERON-TDS-FIBERON-PPS-CF10-V1-1-EN-1,https://polymaker.com/wp-content/uploads/TDS_FIBERON-PPS-CF10_V1.1_EN-1.pdf,.cache/sources/by-sha/7c93949f3453a54d301969640699a51aef6ca945ee9930f4d6148a54b92eb9b3.pdf,
,,,V006376,b11,Polymaker,FIBERON PA12 CF10,Flexural strength,XY,112.4 ± 1.0 MPa,112.4 MPa,Not published,p. 1: Bending strength (X-Y),R-POLYMAKER-FIBERON-TDS-FIBERON-PA12-CF10-V1-1-EN,https://polymaker.com/wp-content/uploads/TDS_FIBERON-PA12-CF10_V1.1_EN.pdf,.cache/sources/by-sha/6f17386258f10da06bfaa52a4e07aa471bdffe7f115a76c919e65dd026ee0d6e.pdf,
,,,V006508,b11,Spectrum,S-Flex 90A,Abrasion loss,Unstated,35 mm3,35 mm³,DIN 53516,p. 1: Abrasion Resistance,S-SPECTRUM-EN-TDS-Spectrum-SFLEX-90A-4,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_SFLEX_90A[4].pdf,.cache/sources/by-sha/cf3ae534438e59a0cde1c5477d0587623493f814f68a7e38d07cbe7e8843687a.pdf,
,,,V006219,b11,Polymaker,FIBERON PET GF15,Melting temperature,Not applicable,231.6 °C,231.6 °C,annealed,"p. 1: Melting temperature DSC, 10°C/min",R-POLYMAKER-FIBERON-TDS-FIBERON-PET-GF15-v2-0-2026-02-02,https://polymaker.com/wp-content/uploads/lana-downloads/TDS_FIBERON_PET-GF15_v2.0_2026-02-02.pdf,.cache/sources/by-sha/1d1658d8e0a4a9654d41406685fa4652d91b1328bbfa88a3a32f8e01954bdeda.pdf,
,,,V006237,b11,Spectrum,peba,Density,Not applicable,1.02 g/cm3,1020 kg/m³,ISO 1183,p. 1: Density,S-SPECTRUM-EN-TDS-Spectrum-PEBA,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_PEBA.pdf,.cache/sources/by-sha/225d7c138c7cc0518d3fea6ed17a0872df4516a7b351816b10145c5ee6621fc9.pdf,
,,,V006527,b11,colorFabb,PLA Chameleon,Charpy strength,Not applicable,"23,25 kJ/m2",23.25 kJ/m²,2 ISO 179-1/1,p. 1: Charpy unnotched impact strength kJ/m2,R-COLORFABB-TDS-E-colorFabb-PLA-Chameleon,https://3d.nice-cdn.com/upload/file/TDS_E_colorFabb_PLA_Chameleon.pdf,.cache/sources/by-sha/de530a3995ad40e2cd7be04f5ce1d03fae1e70e9f8915f335ed6175bde0c2dd9.pdf,
,,,V006334,b11,Fabru,Polylactide (PLA),Elongation at yield,Unstated,6 %,6 %,ASTM D882,p. 1: Elongation at yield (ASTM D882),R-FABRU-4691-material-data-sheet-PLA-purefil,https://cdn02.plentyone.com/pvdtyofq45f2/propertyItems/4691%2Fmaterial+data+sheet+PLA+purefil.pdf,.cache/sources/by-sha/5e86ffd691819ee4219a0a16114b1ed9f066acb6a55be2b4ecae648c53cfbff3.pdf,
,,,V006479,b11,Polymaker,FIBERON ASA CF08,Surface resistivity,Not applicable,10^12 Ω,1000000000000 Ω,Ω ANSI ESD S11.11 OL,p. 1: Surface Resistivity (Ω) ANSI ESD S11.11 OL,R-POLYMAKER-FIBERON-TDS-FIBERON-ASA-CF08-V1-0-EN,https://polymaker.com/wp-content/uploads/lana-downloads/TDS_FIBERON-ASA-CF08_V1.0_EN.pdf,.cache/sources/by-sha/a14a5ae1c5ca6030b00a95bff124059fe0a2553b23d3cc2f84c3fcb2cde706ef.pdf,
,,,V006522,b11,colorFabb,PLA Chameleon,Tensile strain at strength,Unstated,"2,53 %",2.53 %,ISO 527,p. 1: Tensile strain at tensile strength %,R-COLORFABB-TDS-E-colorFabb-PLA-Chameleon,https://3d.nice-cdn.com/upload/file/TDS_E_colorFabb_PLA_Chameleon.pdf,.cache/sources/by-sha/de530a3995ad40e2cd7be04f5ce1d03fae1e70e9f8915f335ed6175bde0c2dd9.pdf,
,,,V006238,b11,Spectrum,peba,Hardness,Not applicable,43,43 Shore D,ISO 868,p. 1: Shore D Hardness,S-SPECTRUM-EN-TDS-Spectrum-PEBA,https://3d.nice-cdn.com/upload/file/EN_TDS_Spectrum_PEBA.pdf,.cache/sources/by-sha/225d7c138c7cc0518d3fea6ed17a0872df4516a7b351816b10145c5ee6621fc9.pdf,
