table,record,action,field,before,after
measurements,V009161,Added,,,
measurements,V009162,Added,,,
measurements,V009163,Added,,,
measurements,V009164,Added,,,
measurements,V009165,Added,,,
measurements,V009166,Added,,,
measurements,V009167,Added,,,
measurements,V009168,Added,,,
measurements,V009169,Added,,,
measurements,V009170,Added,,,
measurements,V009171,Added,,,
measurements,V009172,Added,,,
measurements,V009173,Added,,,
measurements,V009174,Added,,,
measurements,V009175,Added,,,
measurements,V009176,Added,,,
measurements,V009177,Added,,,
measurements,V009178,Added,,,
measurements,V009179,Added,,,
measurements,V009180,Added,,,
measurements,V009181,Added,,,
measurements,V009182,Added,,,
measurements,V009183,Added,,,
measurements,V009184,Added,,,
measurements,V009185,Added,,,
measurements,V009186,Added,,,
measurements,V009187,Added,,,
measurements,V009188,Added,,,
measurements,V009189,Added,,,
measurements,V009190,Added,,,
measurements,V009191,Added,,,
measurements,V009192,Added,,,
measurements,V009193,Added,,,
measurements,V009194,Added,,,
measurements,V009195,Added,,,
measurements,V009196,Added,,,
measurements,V009197,Added,,,
measurements,V009198,Added,,,
measurements,V009199,Added,,,
measurements,V009200,Added,,,
measurements,V009201,Added,,,
measurements,V009202,Added,,,
measurements,V009203,Added,,,
measurements,V009204,Added,,,
measurements,V009205,Added,,,
measurements,V009206,Added,,,
measurements,V009207,Added,,,
measurements,V009208,Added,,,
measurements,V009209,Added,,,
measurements,V009210,Added,,,
measurements,V009211,Added,,,
measurements,V009212,Added,,,
measurements,V009213,Added,,,
measurements,V009214,Added,,,
measurements,V009215,Added,,,
measurements,V009216,Added,,,
measurements,V009217,Added,,,
measurements,V009218,Added,,,
measurements,V009219,Added,,,
measurements,V009220,Added,,,
measurements,V009221,Added,,,
measurements,V009222,Added,,,
measurements,V009223,Added,,,
measurements,V009224,Added,,,
measurements,V009225,Added,,,
measurements,V009226,Added,,,
measurements,V009227,Added,,,
measurements,V009228,Added,,,
measurements,V009229,Added,,,
measurements,V009230,Added,,,
measurements,V009231,Added,,,
measurements,V009232,Added,,,
measurements,V009233,Added,,,
measurements,V009234,Added,,,
measurements,V009235,Added,,,
measurements,V009236,Added,,,
measurements,V009237,Added,,,
measurements,V009238,Added,,,
measurements,V009239,Added,,,
measurements,V009240,Added,,,
measurements,V009241,Added,,,
measurements,V009242,Added,,,
measurements,V009243,Added,,,
measurements,V009244,Added,,,
measurements,V009245,Added,,,
measurements,V009246,Added,,,
measurements,V009247,Added,,,
measurements,V009248,Added,,,
measurements,V009249,Added,,,
measurements,V009250,Added,,,
measurements,V009251,Added,,,
measurements,V009252,Added,,,
measurements,V009253,Added,,,
measurements,V009254,Added,,,
measurements,V009255,Added,,,
measurements,V009256,Added,,,
measurements,V009257,Added,,,
measurements,V009258,Added,,,
measurements,V009259,Added,,,
measurements,V009260,Added,,,
measurements,V009261,Added,,,
measurements,V009262,Added,,,
measurements,V009263,Added,,,
measurements,V009264,Added,,,
measurements,V009265,Added,,,
measurements,V009266,Added,,,
measurements,V009267,Added,,,
measurements,V009268,Added,,,
measurements,V009269,Added,,,
measurements,V009270,Added,,,
measurements,V009271,Added,,,
measurements,V009272,Added,,,
measurements,V009273,Added,,,
measurements,V009274,Added,,,
measurements,V009275,Added,,,
measurements,V009276,Added,,,
measurements,V009277,Added,,,
measurements,V009278,Added,,,
measurements,V009279,Added,,,
measurements,V009280,Added,,,
measurements,V009281,Added,,,
measurements,V009282,Added,,,
measurements,V009283,Added,,,
measurements,V009284,Added,,,
measurements,V009285,Added,,,
measurements,V009286,Added,,,
measurements,V009287,Added,,,
measurements,V009288,Added,,,
measurements,V009289,Added,,,
measurements,V009290,Added,,,
measurements,V009291,Added,,,
measurements,V009292,Added,,,
measurements,V009293,Added,,,
measurements,V009294,Added,,,
measurements,V009295,Added,,,
measurements,V009296,Added,,,
measurements,V009297,Added,,,
measurements,V009298,Added,,,
measurements,V009299,Added,,,
measurements,V009300,Added,,,
measurements,V009301,Added,,,
measurements,V009302,Added,,,
measurements,V009303,Added,,,
measurements,V009304,Added,,,
measurements,V009305,Added,,,
measurements,V009306,Added,,,
measurements,V009307,Added,,,
measurements,V009308,Added,,,
measurements,V009309,Added,,,
measurements,V009310,Added,,,
measurements,V009311,Added,,,
profile_notes,P0881 | Adhesion / release,Added,,,
profile_notes,P0881 | Speed,Added,,,
profile_notes,P0881 | Cooling,Added,,,
profile_notes,P0882 | Speed,Added,,,
profile_notes,P0882 | Retraction,Added,,,
profile_notes,P0883 | Cooling,Added,,,
profile_notes,P0883 | Speed,Added,,,
profile_notes,P0883 | Retraction,Added,,,
profile_notes,P0884 | Cooling,Added,,,
profile_notes,P0884 | Speed,Added,,,
profile_notes,P0886 | Speed,Added,,,
profile_notes,P0887 | Cooling,Added,,,
profile_notes,P0887 | Speed,Added,,,
profile_notes,P0888 | Speed,Added,,,
profile_notes,P0888 | Cooling,Added,,,
profile_notes,P0889 | Cooling,Added,,,
profile_notes,P0889 | Layer height,Added,,,
profile_notes,P0889 | Shell / walls,Added,,,
profile_notes,P0889 | Speed,Added,,,
profile_notes,P0892 | Speed,Added,,,
profile_notes,P0892 | Retraction,Added,,,
profile_notes,P0892 | Cooling,Added,,,
profile_notes,P0894 | Speed,Added,,,
profile_notes,P0895 | Speed,Added,,,
profile_notes,P0896 | Cooling,Added,,,
profile_notes,P0896 | Speed,Added,,,
profile_notes,P0897 | Speed,Added,,,
profile_notes,P0899 | Speed,Added,,,
profile_notes,P0900 | Warping / shrinkage,Added,,,
profile_notes,P0900 | Cooling,Added,,,
profile_notes,P0900 | Adhesion / release,Added,,,
profile_notes,P0901 | Speed,Added,,,
profile_notes,P0902 | Speed,Added,,,
profile_notes,P0903 | Adhesion / release,Added,,,
profile_notes,P0903 | Retraction,Added,,,
profile_notes,P0904 | Speed,Added,,,
profile_notes,P0904 | Adhesion / release,Added,,,
profile_notes,P0904 | Retraction,Added,,,
profile_notes,P0905 | Speed,Added,,,
profile_notes,P0906 | Cooling,Added,,,
profile_notes,P0906 | Speed,Added,,,
profile_notes,P0906 | Retraction,Added,,,
profiles,P0881,Added,,,
profiles,P0882,Added,,,
profiles,P0883,Added,,,
profiles,P0884,Added,,,
profiles,P0885,Added,,,
profiles,P0886,Added,,,
profiles,P0887,Added,,,
profiles,P0888,Added,,,
profiles,P0889,Added,,,
profiles,P0890,Added,,,
profiles,P0891,Added,,,
profiles,P0892,Added,,,
profiles,P0893,Added,,,
profiles,P0894,Added,,,
profiles,P0895,Added,,,
profiles,P0896,Added,,,
profiles,P0897,Added,,,
profiles,P0898,Added,,,
profiles,P0899,Added,,,
profiles,P0900,Added,,,
profiles,P0901,Added,,,
profiles,P0902,Added,,,
profiles,P0903,Added,,,
profiles,P0904,Added,,,
profiles,P0905,Added,,,
profiles,P0906,Added,,,
sources,R-EXTRUDR-xpetg-matt-TDS-en,Added,,,
sources,D-SIRAYA-siraya-tech-fibreheart-flex-tpu-95a-tds,Added,,,
sources,D-SIRAYA-fibreheart-petg-cf-pro-filament-technical-data-tds,Added,,,
sources,S-PEBA-eSUN-Wood-Filament-TDS-V4-0,Added,,,
sources,D-SIRAYA-siraya-tech-fibreheart-flex-tpu-85a-tds,Added,,,
sources,R-NANOVIA-PEI-CF-Ultem-1010,Added,,,
sources,R-3DJAKE-TDS-Stainless-Steel-PLA-1-0-1,Added,,,
sources,S-PEBA-eSUN-Twinkling-Filament-TDS-V4-0,Added,,,
sources,R-FILAMENT2PRINT-Other-3b8e77,Added,,,
sources,S-SPECTRUM-en-tds-spectrum-greenyht,Added,,,
sources,S-PET-TDS-ReForm-rTitan,Added,,,
sources,R-NANOVIA-PLA-XRS,Added,,,
sources,D-SIRAYA-siraya-tech-fibreheart-abs-cf-core-tds,Added,,,
sources,R-FIBERLOGY-FIBERLOGY-PP-TDS,Added,,,
sources,R-COLORFABB-colorFabb-BronzeFill-TDS,Added,,,
sources,R-COLORFABB-TDS-E-ColorFabb-SteelFill,Added,,,
sources,R-COLORFABB-TDS-E-ColorFabb-BronzeFill,Added,,,
sources,R-NANOVIA-PEKK-A-CF,Added,,,
sources,R-NANOVIA-PA-Rail-ac7021,Added,,,
sources,R-3DJAKE-TDS-Iron-PLA-1-0-1,Added,,,
sources,S-SPECTRUM-EN-TDS-Spectrum-HDPE,Added,,,
sources,R-COLORFABB-colorFabb-SteelFill-TDS,Added,,,
sources,R-3DJAKE-TDS-BrassBronzeCopper-HTPLA-1-0-0,Added,,,
sources,R-SUNLU-a5909dda-0573-4f11-a34a-00d495b1ea09,Added,,,
sources,D-SIRAYA-flex-tpu-64d-filament-tds,Added,,,
sources,R-ERYONE-eryone-pla-lite-tds,Added,,,
sources,D-SIRAYA-siraya-tech-flex-tpu-air-tds,Added,,,
