Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
agree,,claude-second-read,V009383,b24,Stratasys,ABS-M30i,Vicat softening temperature,Not applicable,99 °C,99 °C,Rate B/50 ASTM D1525,p. 1: Vicat Softening Temp. (Rate B/50) ASTM D1525,R-STRATASYS-mds-fdm-absm30i-0621a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/abs-m30i/mds_fdm_absm30i_0621a.pdf?v=48ded0,.cache/sources/by-sha/50e4c3608385fda785e7e86807d7f7e1e8e38e48b024ad3f79882306ceb1c758.pdf,
agree,,claude-second-read,V009441,b24,Stratasys,PC-ISO,Flexural modulus,Unstated,"2,100 MPa",2.1 GPa,Method 1 0.05”/min ASTM D790,"p. 1: Flexural Modulus (Method 1,0.05”/min) ASTM D790",R-STRATASYS-mds-fdm-pciso-0820a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/pc-iso/mds_fdm_pciso_0820a.pdf?v=48df85,.cache/sources/by-sha/f2188fc828aeb29de6d9d1475a952e6fd5e119f567c980b3f0d013e1ba4f1fdd.pdf,
disagrees: standard,"Value 2.46 % is right, but Standards reads ""Not published"" and the sheet names the standard on that line: ""饱和吸湿率 Water absorption ISO 62: Method 1 2.46%"". ISO 62 is in the repo vocabulary, and the same reader took it from the identical wording on another sheet (V008142, Locator ""Water absorption ISO 62: Method 1"", Standards ISO 62). Standard / load here holds only the fragment ""1"".",claude-second-read,V009349,b24,QIDI,PA612-CF,Water absorption,Not applicable,2.46 %,2.46 %,1,p. 2: Water absorption Method 1,R-QIDI-PA12-CF,https://drive.google.com/file/d/1okRIgdMGYnvKH9blOvPHu6OqeKzVnhgz/view?usp=drive_link,.cache/sources/by-sha/3bee87ff0b079c2a03f1395d0dbe71e51815c38a6243afdc9a3c2cc79613bc35.pdf,
agree,,claude-second-read,V009391,b24,3DJake,ABS CF,Izod impact strength,Not applicable,14 kJ/m²,14 kJ/m²,Izod 23 °C ISO 180/1A,"p. 1: Notched impact strength (Izod, 23 °C)",R-3DJAKE-TDS-3DJAKE-ABS-CF,https://3d.nice-cdn.com/upload/file/TDS_3DJAKE_ABS-CF.pdf,.cache/sources/by-sha/5ef7248a5c3bd5b8adcfe379e50c4d0b56e29528f17d86b3fa61a0b72f427af3.pdf,
disagrees: condition,"Value 1.6 % and ASTM D638 are right, but Direction reads ""Unstated"" and the sheet prints it as the column heading: ""Table 3. HIPS Mechanical Properties (Fortus 450mc - T16 Tip) | XZ Orientation | ZX Orientation"", with ""Elongation @ Yield % 1.6 (0.030) 1.5 (0.030)"". 1.6 % is the XZ value. Stratasys lays every one of these tables out the same way and the same batch recorded the orientation on the others (V009396 XZ, V009437 XZ, V009376 XZ, V009368 ZX).",claude-second-read,V009401,b24,Stratasys,FDM HIPS,Elongation at yield,Unstated,1.6 %,1.6 %,ASTM D638,p. 4: Elongation @ Yield %,R-STRATASYS-mds-fdm-hips-0823a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/validated-materials/hips/mds_fdm_hips_0823a.pdf?v=4a77b9,.cache/sources/by-sha/7d332224ace80900fd38dd4ffb78fea2bfbea8113d7cb4b65fa05a69a5e9cadc.pdf,
agree,,claude-second-read,V009423,b24,3DJake,ASA CF,Charpy strength,Not applicable,9 kJ/m²,9 kJ/m²,Charpy 23 °C ISO 179/1eA,"p. 1: Notched impact strength (Charpy, 23 °C)",R-3DJAKE-TDS-3DJAKE-ASA-CF,https://3d.nice-cdn.com/upload/file/TDS_3DJAKE_ASA-CF.pdf,.cache/sources/by-sha/ae2597cc06d55653b706d4225dca854aa14191de650c98ce7d0d5e8a6705e08b.pdf,
agree,,claude-second-read,V009417,b24,3DJake,ASA CF,Melt mass-flow rate,Not applicable,16 g/10 min,16 g/10 min,220 °C / 10 kg ISO 1133,p. 1: MFR (220 °C / 10 kg),R-3DJAKE-TDS-3DJAKE-ASA-CF,https://3d.nice-cdn.com/upload/file/TDS_3DJAKE_ASA-CF.pdf,.cache/sources/by-sha/ae2597cc06d55653b706d4225dca854aa14191de650c98ce7d0d5e8a6705e08b.pdf,
agree,,claude-second-read,V009437,b24,Stratasys,PC,Elongation at break,XZ,7.6 %,7.6 %,ASTM D638,p. 12: Elongation @ Break %,R-STRATASYS-mds-fdm-pc-0426a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/pc/mds_fdm_pc_0426a.pdf?v=4995e1,.cache/sources/by-sha/e005943233cbe9138e2f3cdbd552cf2bfa8c278d8ec8567f04bf564eba8e69ca.pdf,
disagrees: standard,"Value 124.07 ± 2.36 MPa and Direction X-Y are right and the annealed column was taken correctly, but two things the sheet prints are missing. (1) Standards reads ""Not published""; QIDI prints the Test Method column as one merged cell over a block of rows and this sheet names ISO 178 for it: ""弯曲强度（X-Y）114.12±1.93 MPa 124.07±2.36 MPa / ISO 178 / 弯曲模量（X-Y）3915.93±195.30 MPa 4305.11±129.44 MPa"". (2) The sheet states the schedule - ""后处理条件：100℃退火 8 小时 / Post-processing : 100℃ Annealing 8hours"" - and Anneal °C and Anneal h both read ""Not published"". Standard / load holds only the word ""annealed"".",claude-second-read,V009356,b24,QIDI,PA612-CF,Flexural strength,XY,124.07 ± 2.36 MPa,124.07 MPa,annealed,p. 2: Bending strength (X-Y),R-QIDI-PA12-CF,https://drive.google.com/file/d/1okRIgdMGYnvKH9blOvPHu6OqeKzVnhgz/view?usp=drive_link,.cache/sources/by-sha/3bee87ff0b079c2a03f1395d0dbe71e51815c38a6243afdc9a3c2cc79613bc35.pdf,
agree,,claude-second-read,V009385,b24,3DJake,ABS CF,Density,Not applicable,"1,08 g/cm³",1080 kg/m³,ISO 1183-1/A,p. 1: Density,R-3DJAKE-TDS-3DJAKE-ABS-CF,https://3d.nice-cdn.com/upload/file/TDS_3DJAKE_ABS-CF.pdf,.cache/sources/by-sha/5ef7248a5c3bd5b8adcfe379e50c4d0b56e29528f17d86b3fa61a0b72f427af3.pdf,
agree,,claude-second-read,V009386,b24,3DJake,ABS CF,Mould shrinkage,Unstated,"0,35 %",0.35 %,3 2 mm ISO 294-4,"p. 1: Shrinkage (3,2 mm)",R-3DJAKE-TDS-3DJAKE-ABS-CF,https://3d.nice-cdn.com/upload/file/TDS_3DJAKE_ABS-CF.pdf,.cache/sources/by-sha/5ef7248a5c3bd5b8adcfe379e50c4d0b56e29528f17d86b3fa61a0b72f427af3.pdf,
agree,,claude-second-read,V009442,b24,Stratasys,PC-ISO,Glass transition temperature,Not applicable,161 °C,161 °C,Not published,p. 1: Glass Transition (Tg) DMA (SSYS),R-STRATASYS-mds-fdm-pciso-0820a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/pc-iso/mds_fdm_pciso_0820a.pdf?v=48df85,.cache/sources/by-sha/f2188fc828aeb29de6d9d1475a952e6fd5e119f567c980b3f0d013e1ba4f1fdd.pdf,
disagrees: standard,"Value 38.61 ± 2.19 MPa and Direction Z are right, but Standards and Standard / load read ""Not published"". QIDI prints the Test Method column as one merged cell over the Z tensile block and this sheet names ISO 527 for it: ""拉伸强度 (Z) 38.61±2.19 MPa / 拉伸模量（Z）ISO 527 2892.15±46.60 MPa / 断裂伸长率（Z）1.63±0.10 %"". Extraction put the designation on the one line whose position it matched.",claude-second-read,V009358,b24,QIDI,PA612-CF,Tensile strength (endpoint unspecified),Z,38.61 ± 2.19 MPa,38.61 MPa,Not published,p. 3: 拉伸强度 (Z) Tensile strength (Z),R-QIDI-PA12-CF,https://drive.google.com/file/d/1okRIgdMGYnvKH9blOvPHu6OqeKzVnhgz/view?usp=drive_link,.cache/sources/by-sha/3bee87ff0b079c2a03f1395d0dbe71e51815c38a6243afdc9a3c2cc79613bc35.pdf,
agree,,claude-second-read,V009368,b24,Stratasys,ABS-M30,Flexural elongation at break,ZX,3.4 %,3.4 %,"ASTM D790, Procedure A",p. 10: Strain at Break %,R-STRATASYS-mds-fdm-abs-m30-0826a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/abs-m30/mds_fdm_abs-m30_0826a.pdf?v=4a57e7,.cache/sources/by-sha/49f134e0ab5d74374a56fc366cf6cc585faea53595e26e8a78d5c9febc961460.pdf,
agree,,claude-second-read,V009439,b24,Stratasys,PC-ISO,Tensile modulus,Unstated,"2,000 MPa",2 GPa,Type 1 0.125” 0.2”/min ASTM D638,"p. 1: Tensile Modulus (Type 1,0.125”, 0.2”/min) ASTM D638",R-STRATASYS-mds-fdm-pciso-0820a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/pc-iso/mds_fdm_pciso_0820a.pdf?v=48df85,.cache/sources/by-sha/f2188fc828aeb29de6d9d1475a952e6fd5e119f567c980b3f0d013e1ba4f1fdd.pdf,
disagrees: standard,"Value 117.9 °C and the 66 psi / 0.45 MPa load are right, but Standards reads ""Not published"" and the sheet names the method in its Test Method column on that row: ""HDT @ 66 psi ASTM D648 Method B 117.9 °C (XY) 126.1 °C (XZ/ZX)"". ASTM D648 is in the repo vocabulary and many HDT rows carry it; Standard / load holds only ""66 psi"".",claude-second-read,V009342,b24,Stratasys,PC-ABS,HDT,Not applicable,117.9 °C,117.9 °C,66 psi,p. 5: HDT @ 66 psi,R-STRATASYS-mds-fdm-pc-abs-0823a,https://www.stratasys.com/siteassets/materials/materials-catalog/fdm-materials/pc-abs/pc-abs-redesign/mds_fdm_pc-abs_0823a.pdf?v=48d8a5,.cache/sources/by-sha/1aedfbdf10aa594b5f59342c2ccc801f482e933286815f9e602436a581093e79.pdf,
agree,,claude-second-read,V009393,b24,3DJake,ABS CF,Vicat softening temperature,Not applicable,98 °C,98 °C,50 N ISO 306,"p. 1: Vicat (50 N, 50 °C/h)",R-3DJAKE-TDS-3DJAKE-ABS-CF,https://3d.nice-cdn.com/upload/file/TDS_3DJAKE_ABS-CF.pdf,.cache/sources/by-sha/5ef7248a5c3bd5b8adcfe379e50c4d0b56e29528f17d86b3fa61a0b72f427af3.pdf,
disagrees: standard,"Value 4305.11 ± 129.44 MPa and Direction X-Y are right and the annealed column was taken correctly, but two things the sheet prints are missing. (1) Standards reads ""Not published""; QIDI prints the Test Method column as one merged cell over a block of rows and this sheet names ISO 178 for it: ""弯曲强度（X-Y）114.12±1.93 MPa 124.07±2.36 MPa / ISO 178 / 弯曲模量（X-Y）3915.93±195.30 MPa 4305.11±129.44 MPa"". (2) The sheet states the schedule - ""后处理条件：100℃退火 8 小时 / Post-processing : 100℃ Annealing 8hours"" - and Anneal °C and Anneal h both read ""Not published"". Standard / load holds only the word ""annealed"".",claude-second-read,V009357,b24,QIDI,PA612-CF,Flexural modulus,XY,4305.11 ± 129.44 MPa,4.30511 GPa,annealed,p. 2: Bending modulus (X-Y),R-QIDI-PA12-CF,https://drive.google.com/file/d/1okRIgdMGYnvKH9blOvPHu6OqeKzVnhgz/view?usp=drive_link,.cache/sources/by-sha/3bee87ff0b079c2a03f1395d0dbe71e51815c38a6243afdc9a3c2cc79613bc35.pdf,
agree,,claude-second-read,V009422,b24,3DJake,ASA CF,Izod impact strength,Not applicable,"9,5 kJ/m²",9.5 kJ/m²,Izod 23 °C ISO 180/1A,"p. 1: Notched impact strength (Izod, 23 °C)",R-3DJAKE-TDS-3DJAKE-ASA-CF,https://3d.nice-cdn.com/upload/file/TDS_3DJAKE_ASA-CF.pdf,.cache/sources/by-sha/ae2597cc06d55653b706d4225dca854aa14191de650c98ce7d0d5e8a6705e08b.pdf,
