table,record,action,field,before,after
coverage,C01301,Added,,,
coverage,C01302,Added,,,
grades,G094-09,Added,,,
grades,G059-02,Added,,,
grades,G027-42,Added,,,
grades,G051-11,Added,,,
grades,G027-43,Added,,,
grades,G029-10,Added,,,
grades,G099-08,Added,,,
grades,G081-07,Added,,,
grades,G031-33,Added,,,
grades,G033-16,Added,,,
grades,G027-44,Added,,,
grades,G035-23,Added,,,
grades,G035-24,Added,,,
measurements,V009342,Added,,,
measurements,V009343,Added,,,
measurements,V009344,Added,,,
measurements,V009345,Added,,,
measurements,V009346,Added,,,
measurements,V009347,Added,,,
measurements,V009348,Added,,,
measurements,V009349,Added,,,
measurements,V009350,Added,,,
measurements,V009351,Added,,,
measurements,V009352,Added,,,
measurements,V009353,Added,,,
measurements,V009354,Added,,,
measurements,V009355,Added,,,
measurements,V009356,Added,,,
measurements,V009357,Added,,,
measurements,V009358,Added,,,
measurements,V009359,Added,,,
measurements,V009360,Added,,,
measurements,V009361,Added,,,
measurements,V009362,Added,,,
measurements,V009363,Added,,,
measurements,V009364,Added,,,
measurements,V009365,Added,,,
measurements,V009366,Added,,,
measurements,V009367,Added,,,
measurements,V009368,Added,,,
measurements,V009369,Added,,,
measurements,V009370,Added,,,
measurements,V009371,Added,,,
measurements,V009372,Added,,,
measurements,V009373,Added,,,
measurements,V009374,Added,,,
measurements,V009375,Added,,,
measurements,V009376,Added,,,
measurements,V009377,Added,,,
measurements,V009378,Added,,,
measurements,V009379,Added,,,
measurements,V009380,Added,,,
measurements,V009381,Added,,,
measurements,V009382,Added,,,
measurements,V009383,Added,,,
measurements,V009384,Added,,,
measurements,V009385,Added,,,
measurements,V009386,Added,,,
measurements,V009387,Added,,,
measurements,V009388,Added,,,
measurements,V009389,Added,,,
measurements,V009390,Added,,,
measurements,V009391,Added,,,
measurements,V009392,Added,,,
measurements,V009393,Added,,,
measurements,V009394,Added,,,
measurements,V009395,Added,,,
measurements,V009396,Added,,,
measurements,V009397,Added,,,
measurements,V009398,Added,,,
measurements,V009399,Added,,,
measurements,V009400,Added,,,
measurements,V009401,Added,,,
measurements,V009402,Added,,,
measurements,V009403,Added,,,
measurements,V009404,Added,,,
measurements,V009405,Added,,,
measurements,V009406,Added,,,
measurements,V009407,Added,,,
measurements,V009408,Added,,,
measurements,V009409,Added,,,
measurements,V009410,Added,,,
measurements,V009411,Added,,,
measurements,V009412,Added,,,
measurements,V009413,Added,,,
measurements,V009414,Added,,,
measurements,V009415,Added,,,
measurements,V009416,Added,,,
measurements,V009417,Added,,,
measurements,V009418,Added,,,
measurements,V009419,Added,,,
measurements,V009420,Added,,,
measurements,V009421,Added,,,
measurements,V009422,Added,,,
measurements,V009423,Added,,,
measurements,V009424,Added,,,
measurements,V009425,Added,,,
measurements,V009426,Added,,,
measurements,V009427,Added,,,
measurements,V009428,Added,,,
measurements,V009429,Added,,,
measurements,V009430,Added,,,
measurements,V009431,Added,,,
measurements,V009432,Added,,,
measurements,V009433,Added,,,
measurements,V009434,Added,,,
measurements,V009435,Added,,,
measurements,V009436,Added,,,
measurements,V009437,Added,,,
measurements,V009438,Added,,,
measurements,V009439,Added,,,
measurements,V009440,Added,,,
measurements,V009441,Added,,,
measurements,V009442,Added,,,
profiles,P0921,Added,,,
profiles,P0922,Added,,,
profiles,P0923,Added,,,
profiles,P0924,Added,,,
sources,R-STRATASYS-mds-fdm-pc-abs-0823a,Added,,,
sources,R-QIDI-PA12-CF,Added,,,
sources,R-STRATASYS-mds-fdm-abs-m30-0826a,Added,,,
sources,R-STRATASYS-mds-fdm-pa6-66-gf30-fr-0726a,Added,,,
sources,R-STRATASYS-mds-fdm-absm30i-0621a,Added,,,
sources,R-3DJAKE-TDS-3DJAKE-ABS-CF,Added,,,
sources,R-STRATASYS-mds-fdm-ultem-1010-resin-0626a,Added,,,
sources,R-STRATASYS-mds-fdm-hips-0823a,Added,,,
sources,R-STRATASYS-mds-fdm-asa-0826a,Added,,,
sources,R-3DJAKE-TDS-3DJAKE-ASA-CF,Added,,,
sources,R-STRATASYS-mds-fdm-absesd7-0222a,Added,,,
sources,R-STRATASYS-mds-fdm-pc-0426a,Added,,,
sources,R-STRATASYS-mds-fdm-pciso-0820a,Added,,,
