table,record,action,field,before,after
measurements,V003648,Added,,,
measurements,V003649,Added,,,
measurements,V003650,Added,,,
measurements,V003651,Added,,,
measurements,V003652,Added,,,
measurements,V003653,Added,,,
measurements,V003654,Added,,,
measurements,V003655,Added,,,
measurements,V003656,Added,,,
measurements,V003657,Added,,,
measurements,V003658,Added,,,
measurements,V003659,Added,,,
measurements,V003660,Added,,,
measurements,V003661,Added,,,
measurements,V003662,Added,,,
measurements,V003663,Added,,,
measurements,V003664,Added,,,
measurements,V003665,Added,,,
measurements,V003666,Added,,,
measurements,V003667,Added,,,
measurements,V003668,Added,,,
measurements,V003669,Added,,,
measurements,V003670,Added,,,
measurements,V003671,Added,,,
measurements,V003672,Added,,,
measurements,V003673,Added,,,
measurements,V003674,Added,,,
measurements,V003675,Added,,,
measurements,V003676,Added,,,
measurements,V003677,Added,,,
measurements,V003678,Added,,,
measurements,V003679,Added,,,
measurements,V003680,Added,,,
measurements,V003681,Added,,,
measurements,V003682,Added,,,
measurements,V003683,Added,,,
measurements,V003684,Added,,,
measurements,V003685,Added,,,
measurements,V003686,Added,,,
measurements,V003687,Added,,,
measurements,V003688,Added,,,
measurements,V003689,Added,,,
measurements,V003690,Added,,,
measurements,V003691,Added,,,
measurements,V003692,Added,,,
measurements,V003693,Added,,,
measurements,V003694,Added,,,
measurements,V003695,Added,,,
measurements,V003696,Added,,,
measurements,V003697,Added,,,
measurements,V003698,Added,,,
measurements,V003699,Added,,,
measurements,V003700,Added,,,
measurements,V003701,Added,,,
measurements,V003702,Added,,,
measurements,V003703,Added,,,
measurements,V003704,Added,,,
measurements,V003705,Added,,,
measurements,V003706,Added,,,
measurements,V003707,Added,,,
measurements,V003708,Added,,,
measurements,V003709,Added,,,
measurements,V003710,Added,,,
measurements,V003711,Added,,,
measurements,V003712,Added,,,
measurements,V003713,Added,,,
measurements,V003714,Added,,,
measurements,V003715,Added,,,
measurements,V003716,Added,,,
measurements,V003717,Added,,,
measurements,V003718,Added,,,
measurements,V003719,Added,,,
measurements,V003720,Added,,,
measurements,V003721,Added,,,
measurements,V003722,Added,,,
measurements,V003723,Added,,,
measurements,V003724,Added,,,
measurements,V003725,Added,,,
measurements,V003726,Added,,,
measurements,V003727,Added,,,
measurements,V003728,Added,,,
measurements,V003729,Added,,,
measurements,V003730,Added,,,
measurements,V003731,Added,,,
measurements,V003732,Added,,,
measurements,V003733,Added,,,
measurements,V003734,Added,,,
measurements,V003735,Added,,,
measurements,V003736,Added,,,
measurements,V003737,Added,,,
measurements,V003738,Added,,,
measurements,V003739,Added,,,
measurements,V003740,Added,,,
measurements,V003741,Added,,,
measurements,V003742,Added,,,
measurements,V003743,Added,,,
measurements,V003744,Added,,,
measurements,V003745,Added,,,
measurements,V003746,Added,,,
measurements,V003747,Added,,,
measurements,V003748,Added,,,
measurements,V003749,Added,,,
measurements,V003750,Added,,,
measurements,V003751,Added,,,
measurements,V003752,Added,,,
measurements,V003753,Added,,,
measurements,V003754,Added,,,
measurements,V003755,Added,,,
measurements,V003756,Added,,,
measurements,V003757,Added,,,
measurements,V003758,Added,,,
measurements,V003759,Added,,,
measurements,V003760,Added,,,
measurements,V003761,Added,,,
measurements,V003762,Added,,,
measurements,V003763,Added,,,
measurements,V003764,Added,,,
measurements,V003765,Added,,,
measurements,V003766,Added,,,
measurements,V003767,Added,,,
measurements,V003768,Added,,,
measurements,V003769,Added,,,
measurements,V003770,Added,,,
measurements,V003771,Added,,,
measurements,V003772,Added,,,
measurements,V003773,Added,,,
measurements,V003774,Added,,,
measurements,V003775,Added,,,
measurements,V003776,Added,,,
measurements,V003777,Added,,,
measurements,V003778,Added,,,
measurements,V003779,Added,,,
measurements,V003780,Added,,,
measurements,V003781,Added,,,
measurements,V003782,Added,,,
measurements,V003783,Added,,,
measurements,V003784,Added,,,
measurements,V003785,Added,,,
measurements,V003786,Added,,,
measurements,V003787,Added,,,
measurements,V003788,Added,,,
measurements,V003789,Added,,,
measurements,V003790,Added,,,
measurements,V003791,Added,,,
measurements,V003792,Added,,,
measurements,V003793,Added,,,
measurements,V003794,Added,,,
measurements,V003795,Added,,,
measurements,V003796,Added,,,
measurements,V003797,Added,,,
measurements,V003798,Added,,,
measurements,V003799,Added,,,
measurements,V003800,Added,,,
measurements,V003801,Added,,,
measurements,V003802,Added,,,
measurements,V003803,Added,,,
measurements,V003804,Added,,,
measurements,V003805,Added,,,
measurements,V003806,Added,,,
measurements,V003807,Added,,,
measurements,V003808,Added,,,
measurements,V003809,Added,,,
measurements,V003810,Added,,,
measurements,V003811,Added,,,
measurements,V003812,Added,,,
measurements,V003813,Added,,,
measurements,V003814,Added,,,
measurements,V003815,Added,,,
measurements,V003816,Added,,,
measurements,V003817,Added,,,
measurements,V003818,Added,,,
measurements,V003819,Added,,,
measurements,V003820,Added,,,
measurements,V003821,Added,,,
measurements,V003822,Added,,,
measurements,V003823,Added,,,
measurements,V003824,Added,,,
measurements,V003825,Added,,,
measurements,V003826,Added,,,
measurements,V003827,Added,,,
measurements,V003828,Added,,,
measurements,V003829,Added,,,
measurements,V003830,Added,,,
measurements,V003831,Added,,,
measurements,V003832,Added,,,
measurements,V003833,Added,,,
measurements,V003834,Added,,,
measurements,V003835,Added,,,
measurements,V003836,Added,,,
measurements,V003837,Added,,,
measurements,V003838,Added,,,
measurements,V003839,Added,,,
measurements,V003840,Added,,,
measurements,V003841,Added,,,
measurements,V003842,Added,,,
measurements,V003843,Added,,,
measurements,V003844,Added,,,
measurements,V003845,Added,,,
measurements,V003846,Added,,,
measurements,V003847,Added,,,
measurements,V003848,Added,,,
measurements,V003849,Added,,,
measurements,V003850,Added,,,
measurements,V003851,Added,,,
measurements,V003852,Added,,,
measurements,V003853,Added,,,
measurements,V003854,Added,,,
measurements,V003855,Added,,,
measurements,V003856,Added,,,
measurements,V003857,Added,,,
measurements,V003858,Added,,,
measurements,V003859,Added,,,
measurements,V003860,Added,,,
measurements,V003861,Added,,,
measurements,V003862,Added,,,
measurements,V003863,Added,,,
measurements,V003864,Added,,,
measurements,V003865,Added,,,
measurements,V003866,Added,,,
measurements,V003867,Added,,,
measurements,V003868,Added,,,
measurements,V003869,Added,,,
measurements,V003870,Added,,,
measurements,V003871,Added,,,
measurements,V003872,Added,,,
measurements,V003873,Added,,,
measurements,V003874,Added,,,
measurements,V003875,Added,,,
measurements,V003876,Added,,,
measurements,V003877,Added,,,
measurements,V003878,Added,,,
measurements,V003879,Added,,,
measurements,V003880,Added,,,
measurements,V003881,Added,,,
measurements,V003882,Added,,,
measurements,V003883,Added,,,
measurements,V003884,Added,,,
measurements,V003885,Added,,,
measurements,V003886,Added,,,
measurements,V003887,Added,,,
measurements,V003888,Added,,,
measurements,V003889,Added,,,
measurements,V003890,Added,,,
measurements,V003891,Added,,,
measurements,V003892,Added,,,
measurements,V003893,Added,,,
measurements,V003894,Added,,,
measurements,V003895,Added,,,
measurements,V003896,Added,,,
measurements,V003897,Added,,,
measurements,V003898,Added,,,
measurements,V003899,Added,,,
measurements,V003900,Added,,,
measurements,V003901,Added,,,
measurements,V003902,Added,,,
measurements,V003903,Added,,,
measurements,V003904,Added,,,
measurements,V003905,Added,,,
measurements,V003906,Added,,,
measurements,V003907,Added,,,
measurements,V003908,Added,,,
measurements,V003909,Added,,,
measurements,V003910,Added,,,
measurements,V003911,Added,,,
measurements,V003912,Added,,,
measurements,V003913,Added,,,
measurements,V003914,Added,,,
measurements,V003915,Added,,,
measurements,V003916,Added,,,
measurements,V003917,Added,,,
measurements,V003918,Added,,,
measurements,V003919,Added,,,
measurements,V003920,Added,,,
measurements,V003921,Added,,,
measurements,V003922,Added,,,
measurements,V003923,Added,,,
measurements,V003924,Added,,,
measurements,V003925,Added,,,
measurements,V003926,Added,,,
measurements,V003927,Added,,,
measurements,V003928,Added,,,
measurements,V003929,Added,,,
measurements,V003930,Added,,,
measurements,V003931,Added,,,
measurements,V003932,Added,,,
measurements,V003933,Added,,,
measurements,V003934,Added,,,
measurements,V003935,Added,,,
measurements,V003936,Added,,,
measurements,V003937,Added,,,
measurements,V003938,Added,,,
measurements,V003939,Added,,,
measurements,V003940,Added,,,
measurements,V003941,Added,,,
measurements,V003942,Added,,,
measurements,V003943,Added,,,
measurements,V003944,Added,,,
measurements,V003945,Added,,,
measurements,V003946,Added,,,
measurements,V003947,Added,,,
measurements,V003948,Added,,,
measurements,V003949,Added,,,
measurements,V003950,Added,,,
measurements,V003951,Added,,,
measurements,V003952,Added,,,
measurements,V003953,Added,,,
measurements,V003954,Added,,,
measurements,V003955,Added,,,
measurements,V003956,Added,,,
measurements,V003957,Added,,,
measurements,V003958,Added,,,
measurements,V003959,Added,,,
measurements,V003960,Added,,,
measurements,V003961,Added,,,
measurements,V003962,Added,,,
measurements,V003963,Added,,,
measurements,V003964,Added,,,
measurements,V003965,Added,,,
measurements,V003966,Added,,,
measurements,V003967,Added,,,
measurements,V003968,Added,,,
measurements,V003969,Added,,,
measurements,V003970,Added,,,
measurements,V003971,Added,,,
measurements,V003972,Added,,,
measurements,V003973,Added,,,
measurements,V003974,Added,,,
measurements,V003975,Added,,,
measurements,V003976,Added,,,
measurements,V003977,Added,,,
measurements,V003978,Added,,,
measurements,V003979,Added,,,
measurements,V003980,Added,,,
measurements,V003981,Added,,,
measurements,V003982,Added,,,
measurements,V003983,Added,,,
measurements,V003984,Added,,,
measurements,V003985,Added,,,
measurements,V003986,Added,,,
measurements,V003987,Added,,,
measurements,V003988,Added,,,
measurements,V003989,Added,,,
measurements,V003990,Added,,,
measurements,V003991,Added,,,
measurements,V003992,Added,,,
measurements,V003993,Added,,,
measurements,V003994,Added,,,
measurements,V003995,Added,,,
measurements,V003996,Added,,,
measurements,V003997,Added,,,
measurements,V003998,Added,,,
measurements,V003999,Added,,,
measurements,V004000,Added,,,
measurements,V004001,Added,,,
measurements,V004002,Added,,,
measurements,V004003,Added,,,
measurements,V004004,Added,,,
measurements,V004005,Added,,,
measurements,V004006,Added,,,
measurements,V004007,Added,,,
measurements,V004008,Added,,,
measurements,V004009,Added,,,
measurements,V004010,Added,,,
measurements,V004011,Added,,,
measurements,V004012,Added,,,
measurements,V004013,Added,,,
measurements,V004014,Added,,,
measurements,V004015,Added,,,
measurements,V004016,Added,,,
measurements,V004017,Added,,,
measurements,V004018,Added,,,
measurements,V004019,Added,,,
measurements,V004020,Added,,,
measurements,V004021,Added,,,
measurements,V004022,Added,,,
measurements,V004023,Added,,,
measurements,V004024,Added,,,
measurements,V004025,Added,,,
profile_notes,P0270 | Speed,Added,,,
profile_notes,P0270 | Adhesion / release,Added,,,
profile_notes,P0270 | Retraction,Added,,,
profile_notes,P0270 | Shell / walls,Added,,,
profile_notes,P0271 | Retraction,Added,,,
profile_notes,P0271 | Cooling,Added,,,
profile_notes,P0272 | Retraction,Added,,,
profile_notes,P0272 | Cooling,Added,,,
profile_notes,P0273 | Retraction,Added,,,
profile_notes,P0274 | Speed,Added,,,
profile_notes,P0274 | Retraction,Added,,,
profile_notes,P0275 | Speed,Added,,,
profile_notes,P0275 | Retraction,Added,,,
profile_notes,P0276 | Retraction,Added,,,
profile_notes,P0277 | Retraction,Added,,,
profile_notes,P0278 | Retraction,Added,,,
profile_notes,P0279 | Retraction,Added,,,
profile_notes,P0280 | Speed,Added,,,
profile_notes,P0280 | Retraction,Added,,,
profile_notes,P0281 | Speed,Added,,,
profile_notes,P0281 | Retraction,Added,,,
profile_notes,P0282 | Speed,Added,,,
profile_notes,P0282 | Adhesion / release,Added,,,
profile_notes,P0282 | Retraction,Added,,,
profile_notes,P0283 | Speed,Added,,,
profile_notes,P0283 | Adhesion / release,Added,,,
profile_notes,P0283 | Retraction,Added,,,
profile_notes,P0284 | Speed,Added,,,
profile_notes,P0284 | Adhesion / release,Added,,,
profile_notes,P0284 | Retraction,Added,,,
profile_notes,P0285 | Speed,Added,,,
profile_notes,P0285 | Adhesion / release,Added,,,
profile_notes,P0285 | Retraction,Added,,,
profile_notes,P0286 | Retraction,Added,,,
profile_notes,P0287 | Retraction,Added,,,
profile_notes,P0288 | Retraction,Added,,,
profile_notes,P0288 | Cooling,Added,,,
profile_notes,P0289 | Retraction,Added,,,
profile_notes,P0289 | Cooling,Added,,,
profile_notes,P0290 | Retraction,Added,,,
profile_notes,P0291 | Retraction,Added,,,
profile_notes,P0292 | Retraction,Added,,,
profile_notes,P0292 | Cooling,Added,,,
profile_notes,P0293 | Retraction,Added,,,
profile_notes,P0293 | Cooling,Added,,,
profile_notes,P0294 | Warping / shrinkage,Added,,,
profile_notes,P0294 | Speed,Added,,,
profile_notes,P0294 | Retraction,Added,,,
profile_notes,P0294 | Shell / walls,Added,,,
profile_notes,P0295 | Warping / shrinkage,Added,,,
profile_notes,P0295 | Speed,Added,,,
profile_notes,P0295 | Retraction,Added,,,
profile_notes,P0295 | Shell / walls,Added,,,
profile_notes,P0296 | Warping / shrinkage,Added,,,
profile_notes,P0296 | Retraction,Added,,,
profile_notes,P0296 | Speed,Added,,,
profile_notes,P0297 | Warping / shrinkage,Added,,,
profile_notes,P0297 | Retraction,Added,,,
profile_notes,P0297 | Speed,Added,,,
profile_notes,P0298 | Retraction,Added,,,
profile_notes,P0299 | Retraction,Added,,,
profile_notes,P0300 | Warping / shrinkage,Added,,,
profile_notes,P0300 | Speed,Added,,,
profile_notes,P0300 | Retraction,Added,,,
profile_notes,P0300 | Shell / walls,Added,,,
profile_notes,P0301 | Warping / shrinkage,Added,,,
profile_notes,P0301 | Speed,Added,,,
profile_notes,P0301 | Retraction,Added,,,
profile_notes,P0301 | Shell / walls,Added,,,
profile_notes,P0302 | Speed,Added,,,
profile_notes,P0302 | Adhesion / release,Added,,,
profile_notes,P0302 | Retraction,Added,,,
profile_notes,P0302 | Shell / walls,Added,,,
profile_notes,P0303 | Speed,Added,,,
profile_notes,P0303 | Adhesion / release,Added,,,
profile_notes,P0303 | Retraction,Added,,,
profile_notes,P0304 | Speed,Added,,,
profile_notes,P0304 | Adhesion / release,Added,,,
profile_notes,P0304 | Retraction,Added,,,
profile_notes,P0305 | Speed,Added,,,
profile_notes,P0305 | Adhesion / release,Added,,,
profile_notes,P0305 | Retraction,Added,,,
profile_notes,P0306 | Speed,Added,,,
profile_notes,P0306 | Adhesion / release,Added,,,
profile_notes,P0306 | Retraction,Added,,,
profile_notes,P0307 | Retraction,Added,,,
profile_notes,P0308 | Retraction,Added,,,
profile_notes,P0309 | Speed,Added,,,
profile_notes,P0309 | Adhesion / release,Added,,,
profile_notes,P0309 | Retraction,Added,,,
profile_notes,P0310 | Speed,Added,,,
profile_notes,P0310 | Adhesion / release,Added,,,
profile_notes,P0310 | Retraction,Added,,,
profile_notes,P0311 | Speed,Added,,,
profile_notes,P0311 | Adhesion / release,Added,,,
profile_notes,P0311 | Retraction,Added,,,
profile_notes,P0311 | Shell / walls,Added,,,
profile_notes,P0312 | Speed,Added,,,
profile_notes,P0312 | Adhesion / release,Added,,,
profile_notes,P0312 | Retraction,Added,,,
profile_notes,P0312 | Shell / walls,Added,,,
profile_notes,P0313 | Layer height,Added,,,
profile_notes,P0314 | Retraction,Added,,,
profile_notes,P0314 | Speed,Added,,,
profile_notes,P0315 | Speed,Added,,,
profile_notes,P0315 | Adhesion / release,Added,,,
profile_notes,P0315 | Retraction,Added,,,
profile_notes,P0315 | Shell / walls,Added,,,
profile_notes,P0316 | Speed,Added,,,
profile_notes,P0316 | Adhesion / release,Added,,,
profile_notes,P0316 | Retraction,Added,,,
profile_notes,P0316 | Shell / walls,Added,,,
profile_notes,P0317 | Retraction,Added,,,
profile_notes,P0318 | Retraction,Added,,,
profile_notes,P0319 | Layer height,Added,,,
profile_notes,P0320 | Retraction,Added,,,
profile_notes,P0321 | Retraction,Added,,,
profile_notes,P0322 | Speed,Added,,,
profile_notes,P0322 | Adhesion / release,Added,,,
profile_notes,P0322 | Retraction,Added,,,
profile_notes,P0323 | Speed,Added,,,
profile_notes,P0323 | Adhesion / release,Added,,,
profile_notes,P0323 | Retraction,Added,,,
profile_notes,P0324 | Layer height,Added,,,
profile_notes,P0325 | Retraction,Added,,,
profile_notes,P0325 | Cooling,Added,,,
profile_notes,P0326 | Retraction,Added,,,
profile_notes,P0326 | Cooling,Added,,,
profile_notes,P0327 | Speed,Added,,,
profile_notes,P0327 | Retraction,Added,,,
profile_notes,P0328 | Speed,Added,,,
profile_notes,P0328 | Retraction,Added,,,
profile_notes,P0329 | Speed,Added,,,
profile_notes,P0329 | Retraction,Added,,,
profile_notes,P0330 | Speed,Added,,,
profile_notes,P0330 | Retraction,Added,,,
profile_notes,P0331 | Retraction,Added,,,
profile_notes,P0332 | Retraction,Added,,,
profile_notes,P0333 | Retraction,Added,,,
profile_notes,P0334 | Retraction,Added,,,
profile_notes,P0336 | Retraction,Added,,,
profile_notes,P0337 | Retraction,Added,,,
profile_notes,P0338 | Retraction,Added,,,
profile_notes,P0339 | Retraction,Added,,,
profile_notes,P0340 | Retraction,Added,,,
profile_notes,P0341 | Retraction,Added,,,
profile_notes,P0342 | Retraction,Added,,,
profile_notes,P0343 | Retraction,Added,,,
profile_notes,P0344 | Retraction,Added,,,
profile_notes,P0345 | Retraction,Added,,,
profile_notes,P0347 | Retraction,Added,,,
profile_notes,P0348 | Retraction,Added,,,
profile_notes,P0349 | Retraction,Added,,,
profile_notes,P0349 | Cooling,Added,,,
profile_notes,P0350 | Retraction,Added,,,
profile_notes,P0350 | Cooling,Added,,,
profile_notes,P0351 | Speed,Added,,,
profile_notes,P0351 | Retraction,Added,,,
profile_notes,P0351 | Shell / walls,Added,,,
profile_notes,P0352 | Retraction,Added,,,
profile_notes,P0353 | Retraction,Added,,,
profile_notes,P0354 | Speed,Added,,,
profile_notes,P0354 | Adhesion / release,Added,,,
profile_notes,P0354 | Retraction,Added,,,
profile_notes,P0354 | Shell / walls,Added,,,
profile_notes,P0355 | Cooling,Added,,,
profile_notes,P0355 | Speed,Added,,,
profile_notes,P0355 | Adhesion / release,Added,,,
profile_notes,P0355 | Retraction,Added,,,
profile_notes,P0355 | Shell / walls,Added,,,
profile_notes,P0356 | Retraction,Added,,,
profile_notes,P0357 | Retraction,Added,,,
profile_notes,P0358 | Retraction,Added,,,
profile_notes,P0358 | Cooling,Added,,,
profile_notes,P0359 | Retraction,Added,,,
profile_notes,P0359 | Cooling,Added,,,
profiles,P0270,Added,,,
profiles,P0271,Added,,,
profiles,P0272,Added,,,
profiles,P0273,Added,,,
profiles,P0274,Added,,,
profiles,P0275,Added,,,
profiles,P0276,Added,,,
profiles,P0277,Added,,,
profiles,P0278,Added,,,
profiles,P0279,Added,,,
profiles,P0280,Added,,,
profiles,P0281,Added,,,
profiles,P0282,Added,,,
profiles,P0283,Added,,,
profiles,P0284,Added,,,
profiles,P0285,Added,,,
profiles,P0286,Added,,,
profiles,P0287,Added,,,
profiles,P0288,Added,,,
profiles,P0289,Added,,,
profiles,P0290,Added,,,
profiles,P0291,Added,,,
profiles,P0292,Added,,,
profiles,P0293,Added,,,
profiles,P0294,Added,,,
profiles,P0295,Added,,,
profiles,P0296,Added,,,
profiles,P0297,Added,,,
profiles,P0298,Added,,,
profiles,P0299,Added,,,
profiles,P0300,Added,,,
profiles,P0301,Added,,,
profiles,P0302,Added,,,
profiles,P0303,Added,,,
profiles,P0304,Added,,,
profiles,P0305,Added,,,
profiles,P0306,Added,,,
profiles,P0307,Added,,,
profiles,P0308,Added,,,
profiles,P0309,Added,,,
