table,record,action,field,before,after
sources,I-PLA-Light-Weight-PLA-TDS,Added,,,
sources,I-PLA-PLA-CF-TDS,Added,,,
sources,I-PLA-ABS-GF-TDS,Added,,,
sources,I-PLA-PLA-Wood-TDS,Added,,,
sources,I-PLA-HS-PLA-Matte-TDS,Added,,,
sources,I-PLA-ABS-Glass-Fiber-Technical-Data-Sheet,Added,,,
sources,I-PLA-PAHT-CF-TDS,Added,,,
sources,I-PLA-PETG-CF-TDS,Added,,,
sources,I-PLA-CF-PEEK-TDS1,Added,,,
sources,I-PLA-PLA-i6-TDS,Added,,,
sources,I-PLA-HS-PLA-TDS,Added,,,
sources,I-PLA-ASA-TDS,Added,,,
