Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
,,,V006920,b12,3D4Makers,LUVOCOM 3F PEI 50236 GY,Surface resistivity,Not applicable,10 Ω,10 Ω,60x4mm IEC 60093,p. 1: Surface resistance ROB DIN IEC 60093 Ronde 60x4mm Ω,R-3D4MAKERS-TDS-LUVOCOM-3F-PEI-50236-GY-Filament-3D-printing,https://cdn.shopify.com/s/files/1/0762/2839/files/TDS_LUVOCOM_3F_PEI_50236_GY_Filament_3D_printing.pdf?v=1652788890,.cache/sources/by-sha/5dd2f854b9449695f169ce5b906dc965191b21073110caebbb1c19540a15eb2c.pdf,
,,,V007331,b12,Recreus,82A,Compression set,Unstated,45 %,45 %,70 °C / 24 h ISO 815,p. 2: Compression set (70 °C / 24 h),R-RECREUS-FILAFLEX-Filaflex-82A,https://drive.google.com/file/d/1bwS4vQYE4Amnx0ewf8F2tVV8gZ9fKhwx/view,.cache/sources/by-sha/cf6e4bb54e3b0894628d46ac38e7e87466baac7836396ac08b61cc0818ea49ca.pdf,
,,,V007296,b12,3D-Fuel,Pro PETG,Flexural strength,Unstated,755 Kgf/cm2,74.0402075 MPa,2 ASTM D790,p. 2: Flexural Strength ASTM D790 Kgf/cm2,R-3D-FUEL-3D-Fuel-Pro-PETG-9-22-25,https://cdn.shopify.com/s/files/1/0027/5339/6848/files/3D_Fuel_Pro_PETG_9-22-25.pdf?v=1758582495,.cache/sources/by-sha/cdcb9378f37d979cca7369f0e319a9cbe324050923f769bd5e73fbb2fc45c5cd.pdf,
,,,V007453,b12,3D-Fuel,Workday ABS,Tensile strength (endpoint unspecified),Unstated,520 kg/cm2,50.99458 MPa,3.2mm Yield 50mm/min D638,"p. 1: Tensile Strength, 3.2mm @ Yield 50mm/min D638",R-3D-FUEL-TDS-3DFuel-Workday-ABS,https://cdn.shopify.com/s/files/1/0027/5339/6848/files/TDS-3DFuel-Workday-ABS.pdf,.cache/sources/by-sha/fd685bba19e48696b4c153a423fc3c83df18334cd8d6d58b0f47913699967a07.pdf,
,,,V007102,b12,Raise3D,P,Melt volume-flow rate,Not applicable,25.7 cm3/10 min,25.7 cm³/10 min,1 ISO 1133,p. 2: Melt Volume Rate1,D-RAISE3D-P-filament-721-Technical-Data-Sheet-eng-04-20-2021,https://s1.raise3d.com/2021/04/P-filament-721-Technical-Data-Sheet-eng-04-20-2021.pdf,.cache/sources/by-sha/9bf3e82a0dce3297882fc641e3e97eca62fa7ade73492c935f6a79e2af52efcb.pdf,
,,,V007009,b12,Raise3D,Industrial PA12 CF,Elongation at break,Z,2.2 ± 0.4 %,2.2 %,ISO 527 GB/T 1040,"p. 3: Elongation at break (Z) ISO 527, GB/T 1040",D-RAISE3D-Raise3D-Industrial-PA12-CF-TDS-V3-0-76400e,https://s1.raise3d.com/2024/09/Raise3D-Industrial-PA12-CF_TDS_V3.0.pdf,.cache/sources/by-sha/76400ee4dc72a045cf798d0237d82765d99234af6676edc5a9f640ba2bed69b2.pdf,
,,,V007273,b12,Recreus,60A,Glass transition temperature,Not applicable,-54 °C,-54 °C,ISO 11357-1/-2,p. 2: Glass transition temperature (10 °C/min),R-RECREUS-FILAFLEX-Filaflex-60A,https://drive.google.com/file/d/1Kg17vN06TGPGLvABXIf5wUkYe2c0IHIA/view,.cache/sources/by-sha/cb1a4af75ad514ac04edfb4e310ed36ae9f41fdaefd91e6b4091bc6d290ed4ee.pdf,
,,,V007329,b12,Recreus,82A,Abrasion loss,Unstated,25 mm³,25 mm³,ISO 4649,p. 2: Abrasion resistance,R-RECREUS-FILAFLEX-Filaflex-82A,https://drive.google.com/file/d/1bwS4vQYE4Amnx0ewf8F2tVV8gZ9fKhwx/view,.cache/sources/by-sha/cf6e4bb54e3b0894628d46ac38e7e87466baac7836396ac08b61cc0818ea49ca.pdf,
,,,V006599,b12,3D4Makers,PLLA,Melting temperature,Not applicable,175 °C,175 °C,Not published,p. 1: Melt temperature,R-3D4MAKERS-TDS-PLLA-Filament,https://cdn.shopify.com/s/files/1/0762/2839/files/TDS_PLLA_Filament.pdf?v=1645387222,.cache/sources/by-sha/06cd4faad737d15a3bb66c8092777de41e74cf1b695ebd8d190c343de9b355ef.pdf,
,,,V006849,b12,Raise3D,colors.,Decomposition temperature,Not applicable,129-132 °C,129 °C,Not published,"p. 1: Decomposition temperature TGA, 20 °C/min",D-RAISE3D-Raise3d-Premium-PC-Transparent-TDS-V6,https://s1.raise3d.com/2024/07/Raise3d_Premium_PC_Transparent__TDS_V6.pdf,.cache/sources/by-sha/4f04287709294336c921ae28a4fa68a642af18a09df11f208b1f437caada961f.pdf,
,,,V006831,b12,BigRep,rPETG,Charpy strength,Not applicable,10 kJ/m²,10 kJ/m²,ISO 179,"p. 1: Impact Strength, Notched (ISO 179)",R-BIGREP-EajSvqXsqMZDmdON2v3rhnQBDgGH-1IuRzfjv5WgPXKsQA,https://bigrepgmbh.sharepoint.com/:b:/g/EajSvqXsqMZDmdON2v3rhnQBDgGH_1IuRzfjv5WgPXKsQA?e=ZKbclG,.cache/sources/by-sha/4b491a2ee5adbbfc52a2f6236e143fe2dfe48c08db85587deee4dc32dad51573.pdf,
,,,V007442,b12,3D4Makers,LUVOCOM 3F PA CF 9742 BK,Impact strength,Not applicable,47 kJ/m²,47 kJ/m²,Not published,p. 1: Impact strength kJ/m²,R-3D4MAKERS-LUVOCOM-3F-PAHT-CF-9742-BK-EN-TDS,https://cdn.shopify.com/s/files/1/0762/2839/files/LUVOCOM_3F_PAHT_CF_9742_BK_EN-TDS.pdf?v=1735591020,.cache/sources/by-sha/f992add743eafe1c0361b00095665f5163f289f2a682e172c91a6ec83f673384.pdf,
,,,V007342,b12,eSUN,3D Printing PLA Basic,Flexural modulus,Z,2832.46 Mpa,2.83246 GPa,GB/T 9341,p. 2: Flexural Modulus (Z) GB/T 9341,S-PEBA-PLA-Basic-TDS-EN,https://shop3d.ca/cdn/shop/files/PLA-Basic-TDS-EN.pdf?v=14354518958238450492,.cache/sources/by-sha/d29f9755172ed39acc4e981a1a515d1051cfbb2f76fd397fe2421de10e21d148.pdf,
,,,V007435,b12,UltiMaker,Precision ASA,Tensile yield strength,Unstated,7100 psi,48.952796 MPa,50 mm/min ASTM D638,"p. 2: Tensile Strength at yield (ASTM D638, 50 mm/min)",R-ULTIMAKER-MAKERBOT-MakerBot-Precision-ASA-3-092020,https://ultimaker.com/wp-content/uploads/2023/12/MakerBot-Precision-ASA-3-092020.pdf,.cache/sources/by-sha/f3c39b39f5192e9ee48863628b9fc0118cfd7c2e9fbacdaa2c9d3e597d2c8db8.pdf,
,,,V007141,b12,3D4Makers,PETG,Elongation at yield,Unstated,4 %,4 %,ISO 527-2,p. 1: Elongation at Yield ISO 527-2,R-3D4MAKERS-TDS-PETG-Filament,https://cdn.shopify.com/s/files/1/0762/2839/files/TDS_PETG_Filament.pdf?11366335339713838866,.cache/sources/by-sha/a04e868e10468afb8e0859df246c768a37fde4322826073b93ab960b02a4887e.pdf,
,,,V006915,b12,3D4Makers,LUVOCOM 3F PEI 50236 GY,Tensile strain at strength,Unstated,"4,5 %",4.5 %,50 mm/min MPTS A ISO 527 ISO 3167,"p. 1: Elongation at maximum force dry, @50 mm/min ISO 527 MPTS ISO 3167 A %",R-3D4MAKERS-TDS-LUVOCOM-3F-PEI-50236-GY-Filament-3D-printing,https://cdn.shopify.com/s/files/1/0762/2839/files/TDS_LUVOCOM_3F_PEI_50236_GY_Filament_3D_printing.pdf?v=1652788890,.cache/sources/by-sha/5dd2f854b9449695f169ce5b906dc965191b21073110caebbb1c19540a15eb2c.pdf,
,,,V006958,b12,SIDDAMENT,PA12-CF,Water absorption,Not applicable,0.3 %,0.3 %,23℃/24h ISO 62,p. 1: Moisture Absorption(23℃/24h) ISO 62 %,S-PCGF-PA12-CF-TDS-EN-1,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/PA12-CF_TDS-EN_1.pdf?v=1742632094,.cache/sources/by-sha/6bafd26ee3d73ad5173240c52d1b6fbd6c6e31e0a76d7b80eb6c2e048b0378ce.pdf,
,,,V007247,b12,3D4Makers,PEI Filament Ultem 9085,Oxygen index,Not applicable,49 %,49 %,ASTM D2863,p. 2: Oxygen Index (LOI) ASTM D2863,R-3D4MAKERS-TDS-PEI-ULTEM-9085,https://cdn.shopify.com/s/files/1/0762/2839/files/TDS_PEI_ULTEM_9085.pdf?596,.cache/sources/by-sha/c25fa2f9c8bc1d166c03becfe1ffec9714ce1ea6efb4e2efd8245baee21ee7c5.pdf,
,,,V007085,b12,eSUN,ABS,Melt mass-flow rate,Not applicable,27 g/10min,27 g/10 min,GB/T 3682,p. 1: Melt Flow Index GB/T 3682,S-PEBA-ABS-TDS-EN-docx,https://shop3d.ca/cdn/shop/files/ABS_-TDS-EN.docx.pdf?v=7615306899018129044,.cache/sources/by-sha/99235852a8cc406c838b35051a49254e190945a8f70ccd92081bb82d5d3147fe.pdf,
,,,V007098,b12,eSUN,ABS,HDT,Z,86.3 ℃,86.3 °C,GB/T 1634,p. 2: Heat Distortion Temperature (Z) GB/T 1634,S-PEBA-ABS-TDS-EN-docx,https://shop3d.ca/cdn/shop/files/ABS_-TDS-EN.docx.pdf?v=7615306899018129044,.cache/sources/by-sha/99235852a8cc406c838b35051a49254e190945a8f70ccd92081bb82d5d3147fe.pdf,
,,,V006965,b12,SIDDAMENT,PA12-CF,Continuous service temperature,Not applicable,120 ℃,120 °C,IEC 60216,p. 1: Continuous Use Temperature IEC 60216 ℃,S-PCGF-PA12-CF-TDS-EN-1,https://cdn.shopify.com/s/files/1/0685/9168/1815/files/PA12-CF_TDS-EN_1.pdf?v=1742632094,.cache/sources/by-sha/6bafd26ee3d73ad5173240c52d1b6fbd6c6e31e0a76d7b80eb6c2e048b0378ce.pdf,
,,,V007325,b12,Recreus,82A,Hardness,Not applicable,85,85 Shore A,Shore A 3 s ISO 7619-1,"p. 2: Hardness (Shore A, 3 s)",R-RECREUS-FILAFLEX-Filaflex-82A,https://drive.google.com/file/d/1bwS4vQYE4Amnx0ewf8F2tVV8gZ9fKhwx/view,.cache/sources/by-sha/cf6e4bb54e3b0894628d46ac38e7e87466baac7836396ac08b61cc0818ea49ca.pdf,
,,,V006587,b12,Raise3D,Premium ASA,Tensile modulus,XY,2379 ± 157 MPa,2.379 GPa,ISO 527 GB/T 1040,"p. 1: Young’s modulus (X-Y) ISO 527, GB/T 1040",D-RAISE3D-Raise3D-Premium-ASA-TDS-v6-0,https://s1.raise3d.com/2024/07/Raise3D-Premium-ASA_TDS_v6.0.pdf,.cache/sources/by-sha/066d5257d42051b37e3f8768851be08b5bd3f32e003c5c4ebf64e559e42fb086.pdf,
,,,V006967,b12,Yousu,WOOD 3D FILMAENT Revision Date: 18/12/2020,Density,Not applicable,1.254 g/cm3,1254 kg/m³,3 23℃ ASTM D792,p. 1: Density ASTM D792 g/cm3 23℃,R-YOUSU-YOUSUWOODTDS-eb4e,https://ysfilament.com/u_file/2206/14/file/YOUSUWOODTDS-eb4e.pdf,.cache/sources/by-sha/6c1807843bc297f64d778dc300e099e47b47d1db369a5c86e8df45671ef70ad7.pdf,
,,,V006982,b12,eSUN,PLA+HS,Izod impact strength,XY,5.6 KJ/m²,5.6 kJ/m²,GB/T 1843,p. 2: IZOD Impact Strength (X-Y) GB/T 1843,S-PEBA-PLA-HS-TDS,https://shop3d.ca/cdn/shop/files/PLA_HS-TDS.pdf?v=11995191043731806973,.cache/sources/by-sha/70c47435ed73f5057e76741ba3ad8fe6a83f07f057c159150efc563cc6601987.pdf,
,,,V007346,b12,3D4Makers,ABS,Mould shrinkage,Unstated,0.70 %,0.7 %,0.40 to ISO 294-4,p. 1: Molding Shrinkage-Flow ISO 294-4 0.40 to,R-3D4MAKERS-TDS-ABS-Filament,https://cdn.shopify.com/s/files/1/0762/2839/files/TDS_ABS_Filament.pdf?11613272326600120846,.cache/sources/by-sha/d5ca42dc75ce644e34e3e0aff0416742d17a3beb3874e038a1490c2adf6cebaa.pdf,
,,,V006879,b12,3D4Makers,PEI Filament Ultem 1010,Vicat softening temperature,Not applicable,215 °C,215 °C,ISO 306/A50,p. 2: Vicat Softening Temperature ISO 306/A50,R-3D4MAKERS-TDS-PEI-ULTEM-1010,https://cdn.shopify.com/s/files/1/0762/2839/files/TDS_PEI_ULTEM_1010.pdf?5589548939196691641,.cache/sources/by-sha/51920bd5d79d8780fb6c64d016716c79972fa0b7164449481889d1387d1ce95f.pdf,
