table,record,action,field,before,after
profile_notes,P0536 | Speed,Added,,,
profile_notes,P0536 | Cooling,Added,,,
profile_notes,P0537 | Cooling,Added,,,
profile_notes,P0538 | Speed,Added,,,
profile_notes,P0538 | Cooling,Added,,,
profile_notes,P0539 | Speed,Added,,,
profile_notes,P0540 | Speed,Added,,,
profiles,P0531,Added,,,
profiles,P0532,Added,,,
profiles,P0533,Added,,,
profiles,P0534,Added,,,
profiles,P0535,Added,,,
profiles,P0536,Added,,,
profiles,P0537,Added,,,
profiles,P0538,Added,,,
profiles,P0539,Added,,,
profiles,P0540,Added,,,
profiles,P0541,Added,,,
profiles,P0542,Added,,,
sources,R-FILLAMENTUM-TDS-Fishy-filament-Porthcurno-EN-06042023,Added,,,
sources,R-FILLAMENTUM-Fillamentum-ASA-CF10-Carbon,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-PP-2320,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-PLA-Extrafill-03012019,Added,,,
sources,R-FILLAMENTUM-TDS-PETG-EN-30012023,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-98A-26082019,Added,,,
sources,R-FILLAMENTUM-TDS-Fishy-filament-OrCA-EN-20072023,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-ASA-Extrafill-03012019,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-ABS-Extrafill-03012019-1,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-92A-26082019,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-PETG-EN-06052020-FE,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-Fluorodur-EN-09122020-FI,Added,,,
sources,R-FILLAMENTUM-TDS-Vinyl-303-FI,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-PC-ABS,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-PLA-Crystal-Clear-03012019,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-HIPS-Extrafill-03012019,Added,,,
