Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
agree,,claude-second-read,V006118,b10,Fillamentum,PC/ABS,Flexural strength,Unstated,68 MPa,68 MPa,ISO 178,p. 1: Flexural strength,R-FILLAMENTUM-Technical-Data-Sheet-PC-ABS,https://fillamentum.com/wp-content/uploads/2020/10/Technical_Data_Sheet_PC-ABS.pdf,.cache/sources/by-sha/e62a4187af0d5388c167f4a09c7341c86c12f7a69073ccbe72de6bafc7b7f906.pdf,
agree,,claude-second-read,V006104,b10,Fillamentum,Fluorodur,Tensile modulus,Unstated,2000 MPa,2 GPa,ASTM D638,p. 1: Tensile modulus,R-FILLAMENTUM-Technical-Data-Sheet-Fluorodur-EN-09122020-FI,https://fillamentum.com/wp-content/uploads/2021/01/Technical-Data-Sheet_Fluorodur_EN_09122020_FI.pdf,.cache/sources/by-sha/c29bc1a8feb876495514ad8707c90d890a291dd32bfeee84e6ee71fac3feae06.pdf,
disagrees: condition,"The row records Notch ""Unnotched"". The sheet prints ""Charpy impact strength 5 kJ/m2 ISO 180 notched, 23 °C"" - its Test Condition cell says notched. The recorded notch state is the opposite of the document. (The sheet also labels an ISO 180 test ""Charpy"", which is why the row is the generic Impact strength; that part is faithful.)",claude-second-read,V006016,b10,Fillamentum,Fishy Filaments’ Porthcurno,Impact strength,Not applicable,5 kJ/m2,5 kJ/m²,ISO 180,p. 1: Charpy impact strength,R-FILLAMENTUM-TDS-Fishy-filament-Porthcurno-EN-06042023,https://fillamentum.com/wp-content/uploads/2023/04/TDS_Fishy-filament-Porthcurno_EN_06042023.pdf,.cache/sources/by-sha/0a262443cd0fc268d97516e654cef0e89fb7d3f34e546ff1e5ed059b6b18dd67.pdf,
agree,,claude-second-read,V006051,b10,Fillamentum,PETG,Flexural modulus,Unstated,2150 MPa,2.15 GPa,ISO 178,p. 1: Flexural modulus,R-FILLAMENTUM-TDS-PETG-EN-30012023,https://fillamentum.com/wp-content/uploads/2023/02/TDS_PETG_EN_30012023.pdf,.cache/sources/by-sha/5f36ef2dc8efe2bd2df083fd4f08a0d00c908fbeda66f13ec4d49a6a1e4217a0.pdf,
agree,,claude-second-read,V006018,b10,Fillamentum,Fishy Filaments’ Porthcurno,Glass transition temperature,Not applicable,55 °C,55 °C,ISO 11357,p. 1: Glass transition temperature,R-FILLAMENTUM-TDS-Fishy-filament-Porthcurno-EN-06042023,https://fillamentum.com/wp-content/uploads/2023/04/TDS_Fishy-filament-Porthcurno_EN_06042023.pdf,.cache/sources/by-sha/0a262443cd0fc268d97516e654cef0e89fb7d3f34e546ff1e5ed059b6b18dd67.pdf,
agree,,claude-second-read,V006068,b10,Fillamentum,Fishy Filaments’ 0rCA,Vicat softening temperature,Not applicable,196 °C,196 °C,ISO 306,p. 1: Vicat softening temperature,R-FILLAMENTUM-TDS-Fishy-filament-OrCA-EN-20072023,https://fillamentum.com/wp-content/uploads/2023/07/TDS_Fishy-filament-OrCA_EN_20072023.pdf,.cache/sources/by-sha/7140e2d242e8706cb64f824a8925076d7758e1fc7a213fae0ba8efbda29f7298.pdf,
disagrees: condition,"The melt-flow condition is lost. The sheet prints ""Melt flow index 5 g/10 min 220 °C, 10 kg"" (this sheet leaves the Test Method cell empty, so Standards ""Not published"" is right), but Standard / load is ""Not published"" and Test temperature is ""Not published"" too. A melt flow index without its temperature and load is not a comparable number; other makers' melt-flow rows in this corpus carry it (V004495 190°C/2.16 kg, V004186 235°C/5.0 kg).",claude-second-read,V006071,b10,Fillamentum,ASA Extrafill,Melt mass-flow rate,Not applicable,5 g/10 min,5 g/10 min,Not published,p. 1: Melt flow index,R-FILLAMENTUM-Technical-Data-Sheet-ASA-Extrafill-03012019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_ASA-Extrafill_03012019.pdf,.cache/sources/by-sha/83276005b57e9d033bf6fd8756b4bdf34404b0097ab21ec10f0c1dbefe3cc10d.pdf,
agree,,claude-second-read,V006057,b10,Fillamentum,Flexfill TPU 98A,Elongation at break,Unstated,318 %,318 %,DIN 53504,p. 1: Elongation at break,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-98A-26082019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_Flexfill-TPU-98A_26082019.pdf,.cache/sources/by-sha/6fbb3c6fdfc8a1ebacd3415d134b8fe3cb7fefa0fd88d116342ba7a557a9381e.pdf,
agree,,claude-second-read,V006035,b10,Fillamentum,PP 2320,Charpy strength,Not applicable,184 kJ/m2,184 kJ/m²,ISO 179-1/1eU,p. 1: Charpy impact strength,R-FILLAMENTUM-Technical-Data-Sheet-PP-2320,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_PP-2320.pdf,.cache/sources/by-sha/4886af2bb72ffe75cf0b6fe1375b52e414cad41b890ebeeef825c2a19c521acf.pdf,
agree,,claude-second-read,V006136,b10,Fillamentum,HIPS Extrafill,Izod impact strength,Not applicable,180 J/m,180 J/m,ASTM D256-A,p. 1: Izod impact strength,R-FILLAMENTUM-Technical-Data-Sheet-HIPS-Extrafill-03012019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_HIPS-Extrafill_03012019.pdf,.cache/sources/by-sha/f1315c21750d29a8fa04dff6f344cc51741538898cf7a0dfc27f8f63424ba892.pdf,
agree,,claude-second-read,V006047,b10,Fillamentum,PETG,Tensile break strength,Unstated,26 MPa,26 MPa,ISO 527,p. 1: Tensile strength at break,R-FILLAMENTUM-TDS-PETG-EN-30012023,https://fillamentum.com/wp-content/uploads/2023/02/TDS_PETG_EN_30012023.pdf,.cache/sources/by-sha/5f36ef2dc8efe2bd2df083fd4f08a0d00c908fbeda66f13ec4d49a6a1e4217a0.pdf,
agree,,claude-second-read,V006021,b10,Fillamentum,ASA CF10 Carbon,Tensile yield strength,Unstated,45 MPa,45 MPa,ISO 527,p. 1: Tensile strength at yield,R-FILLAMENTUM-Fillamentum-ASA-CF10-Carbon,https://filament2print.com/en/index.php?controller=attachment&id_attachment=3120,.cache/sources/by-sha/3f8e879fbcec3db11f3c553b7e93b62d89dcc1ce8e2804184990f40fac1d4c48.pdf,
agree,,claude-second-read,V006066,b10,Fillamentum,Fishy Filaments’ 0rCA,Melting temperature,Not applicable,218 °C,218 °C,ISO 11357-3,p. 1: Melting temperature,R-FILLAMENTUM-TDS-Fishy-filament-OrCA-EN-20072023,https://fillamentum.com/wp-content/uploads/2023/07/TDS_Fishy-filament-OrCA_EN_20072023.pdf,.cache/sources/by-sha/7140e2d242e8706cb64f824a8925076d7758e1fc7a213fae0ba8efbda29f7298.pdf,
agree,,claude-second-read,V006059,b10,Fillamentum,Flexfill TPU 98A,Tear strength,Unstated,170 kN/m,170 kN/m,ISO 34-1,p. 1: Tear strength,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-98A-26082019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_Flexfill-TPU-98A_26082019.pdf,.cache/sources/by-sha/6fbb3c6fdfc8a1ebacd3415d134b8fe3cb7fefa0fd88d116342ba7a557a9381e.pdf,
agree,,claude-second-read,V006092,b10,Fillamentum,Flexfill TPU 92A,Hardness,Not applicable,91 Shore A,91 Shore A,ISO 7619,p. 1: Hardness,R-FILLAMENTUM-Technical-Data-Sheet-Flexfill-TPU-92A-26082019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_Flexfill-TPU-92A_26082019.pdf,.cache/sources/by-sha/8e235b21b7047485e9378dc2e18fca0fe1ef45f2a1643dc44e6195c38ccb894d.pdf,
disagrees: condition,"The load is lost. The sheet prints two HDT rows: ""Heat distortion temperature 86 °C ASTM D648 1,8 MPa"" and ""96 °C ASTM D648 0,45 MPa"". The row takes the 86 °C value but holds Standard / load ""ASTM D648"" and Test load MPa ""Not published"". An HDT with no load does not say what the sheet published.",claude-second-read,V006079,b10,Fillamentum,ASA Extrafill,HDT,Not applicable,86 °C,86 °C,ASTM D648,p. 1: Heat distortion temperature,R-FILLAMENTUM-Technical-Data-Sheet-ASA-Extrafill-03012019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_ASA-Extrafill_03012019.pdf,.cache/sources/by-sha/83276005b57e9d033bf6fd8756b4bdf34404b0097ab21ec10f0c1dbefe3cc10d.pdf,
agree,,claude-second-read,V006072,b10,Fillamentum,ASA Extrafill,Tensile strength (endpoint unspecified),Unstated,40 MPa,40 MPa,ASTM D638,p. 1: Tensile strength,R-FILLAMENTUM-Technical-Data-Sheet-ASA-Extrafill-03012019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_ASA-Extrafill_03012019.pdf,.cache/sources/by-sha/83276005b57e9d033bf6fd8756b4bdf34404b0097ab21ec10f0c1dbefe3cc10d.pdf,
agree,,claude-second-read,V006070,b10,Fillamentum,ASA Extrafill,Density,Not applicable,"1,07 g/cm3",1070 kg/m³,ASTM D792,p. 1: Material density,R-FILLAMENTUM-Technical-Data-Sheet-ASA-Extrafill-03012019,https://fillamentum.com/wp-content/uploads/2020/10/Technical-Data-Sheet_ASA-Extrafill_03012019.pdf,.cache/sources/by-sha/83276005b57e9d033bf6fd8756b4bdf34404b0097ab21ec10f0c1dbefe3cc10d.pdf,
agree,,claude-second-read,V006105,b10,Fillamentum,Fluorodur,Flexural strength,Unstated,50 MPa,50 MPa,ASTM D790,p. 1: Flexural strength,R-FILLAMENTUM-Technical-Data-Sheet-Fluorodur-EN-09122020-FI,https://fillamentum.com/wp-content/uploads/2021/01/Technical-Data-Sheet_Fluorodur_EN_09122020_FI.pdf,.cache/sources/by-sha/c29bc1a8feb876495514ad8707c90d890a291dd32bfeee84e6ee71fac3feae06.pdf,
agree,,claude-second-read,V006013,b10,Fillamentum,Fishy Filaments’ Porthcurno,Tensile modulus,Unstated,2200 MPa,2.2 GPa,ISO 527-2,p. 1: Tensile modulus,R-FILLAMENTUM-TDS-Fishy-filament-Porthcurno-EN-06042023,https://fillamentum.com/wp-content/uploads/2023/04/TDS_Fishy-filament-Porthcurno_EN_06042023.pdf,.cache/sources/by-sha/0a262443cd0fc268d97516e654cef0e89fb7d3f34e546ff1e5ed059b6b18dd67.pdf,
