table,record,action,field,before,after
measurements,V010110,Added,,,
measurements,V010111,Added,,,
measurements,V010112,Added,,,
measurements,V010113,Added,,,
measurements,V010114,Added,,,
measurements,V010115,Added,,,
measurements,V010116,Added,,,
measurements,V010117,Added,,,
measurements,V010118,Added,,,
measurements,V010119,Added,,,
measurements,V010120,Added,,,
measurements,V010121,Added,,,
measurements,V010122,Added,,,
measurements,V010123,Added,,,
measurements,V010124,Added,,,
measurements,V010125,Added,,,
measurements,V010126,Added,,,
measurements,V010127,Added,,,
measurements,V010128,Added,,,
measurements,V010129,Added,,,
measurements,V010130,Added,,,
measurements,V010131,Added,,,
measurements,V010132,Added,,,
measurements,V010133,Added,,,
measurements,V010134,Added,,,
measurements,V010135,Added,,,
measurements,V010136,Added,,,
measurements,V010137,Added,,,
measurements,V010138,Added,,,
measurements,V010139,Added,,,
measurements,V010140,Added,,,
measurements,V010141,Added,,,
measurements,V010142,Added,,,
measurements,V010143,Added,,,
measurements,V010144,Added,,,
measurements,V010145,Added,,,
measurements,V010146,Added,,,
measurements,V010147,Added,,,
measurements,V010148,Added,,,
measurements,V010149,Added,,,
measurements,V010150,Added,,,
measurements,V010151,Added,,,
measurements,V010152,Added,,,
measurements,V010153,Added,,,
measurements,V010154,Added,,,
measurements,V010155,Added,,,
measurements,V010156,Added,,,
measurements,V010157,Added,,,
measurements,V010158,Added,,,
measurements,V010159,Added,,,
measurements,V010160,Added,,,
measurements,V010161,Added,,,
measurements,V010162,Added,,,
measurements,V010163,Added,,,
measurements,V010164,Added,,,
measurements,V010165,Added,,,
measurements,V010166,Added,,,
measurements,V010167,Added,,,
measurements,V010168,Added,,,
measurements,V010169,Added,,,
measurements,V010170,Added,,,
measurements,V010171,Added,,,
measurements,V010172,Added,,,
measurements,V010173,Added,,,
measurements,V010174,Added,,,
measurements,V010175,Added,,,
measurements,V010176,Added,,,
measurements,V010177,Added,,,
measurements,V010178,Added,,,
measurements,V010179,Added,,,
measurements,V010180,Added,,,
measurements,V010181,Added,,,
measurements,V010182,Added,,,
measurements,V010183,Added,,,
measurements,V010184,Added,,,
measurements,V010185,Added,,,
measurements,V010186,Added,,,
measurements,V010187,Added,,,
measurements,V010188,Added,,,
measurements,V010189,Added,,,
measurements,V010190,Added,,,
measurements,V010191,Added,,,
measurements,V010192,Added,,,
measurements,V010193,Added,,,
measurements,V010194,Added,,,
measurements,V010195,Added,,,
measurements,V010196,Added,,,
measurements,V010197,Added,,,
measurements,V010198,Added,,,
measurements,V010199,Added,,,
measurements,V010200,Added,,,
measurements,V010201,Added,,,
measurements,V010202,Added,,,
measurements,V010203,Added,,,
measurements,V010204,Added,,,
measurements,V010205,Added,,,
measurements,V010206,Added,,,
measurements,V010207,Added,,,
measurements,V010208,Added,,,
measurements,V010209,Added,,,
measurements,V010210,Added,,,
measurements,V010211,Added,,,
measurements,V010212,Added,,,
measurements,V010213,Added,,,
measurements,V010214,Added,,,
measurements,V010215,Added,,,
measurements,V010216,Added,,,
measurements,V010217,Added,,,
measurements,V010218,Added,,,
measurements,V010219,Added,,,
measurements,V010220,Added,,,
measurements,V010221,Added,,,
measurements,V010222,Added,,,
measurements,V010223,Added,,,
measurements,V010224,Added,,,
measurements,V010225,Added,,,
measurements,V010226,Added,,,
measurements,V010227,Added,,,
measurements,V010228,Added,,,
measurements,V010229,Added,,,
measurements,V010230,Added,,,
measurements,V010231,Added,,,
measurements,V010232,Added,,,
measurements,V010233,Added,,,
measurements,V010234,Added,,,
measurements,V010235,Added,,,
measurements,V010236,Added,,,
measurements,V010237,Added,,,
measurements,V010238,Added,,,
measurements,V010239,Added,,,
measurements,V010240,Added,,,
measurements,V010241,Added,,,
measurements,V010242,Added,,,
measurements,V010243,Added,,,
measurements,V010244,Added,,,
measurements,V010245,Added,,,
measurements,V010246,Added,,,
measurements,V010247,Added,,,
measurements,V010248,Added,,,
measurements,V010249,Added,,,
measurements,V010250,Added,,,
measurements,V010251,Added,,,
measurements,V010252,Added,,,
measurements,V010253,Added,,,
measurements,V010254,Added,,,
measurements,V010255,Added,,,
measurements,V010256,Added,,,
measurements,V010257,Added,,,
measurements,V010258,Added,,,
measurements,V010259,Added,,,
measurements,V010260,Added,,,
measurements,V010261,Added,,,
measurements,V010262,Added,,,
measurements,V010263,Added,,,
measurements,V010264,Added,,,
measurements,V010265,Added,,,
measurements,V010266,Added,,,
measurements,V010267,Added,,,
measurements,V010268,Added,,,
measurements,V010269,Added,,,
measurements,V010270,Added,,,
measurements,V010271,Added,,,
measurements,V010272,Added,,,
measurements,V010273,Added,,,
measurements,V010274,Added,,,
measurements,V010275,Added,,,
measurements,V010276,Added,,,
measurements,V010277,Added,,,
measurements,V010278,Added,,,
measurements,V010279,Added,,,
measurements,V010280,Added,,,
measurements,V010281,Added,,,
measurements,V010282,Added,,,
measurements,V010283,Added,,,
measurements,V010284,Added,,,
measurements,V010285,Added,,,
measurements,V010286,Added,,,
measurements,V010287,Added,,,
measurements,V010288,Added,,,
measurements,V010289,Added,,,
measurements,V010290,Added,,,
measurements,V010291,Added,,,
measurements,V010292,Added,,,
measurements,V010293,Added,,,
measurements,V010294,Added,,,
measurements,V010295,Added,,,
measurements,V010296,Added,,,
measurements,V010297,Added,,,
measurements,V010298,Added,,,
measurements,V010299,Added,,,
measurements,V010300,Added,,,
measurements,V010301,Added,,,
measurements,V010302,Added,,,
measurements,V010303,Added,,,
measurements,V010304,Added,,,
measurements,V010305,Added,,,
measurements,V010306,Added,,,
measurements,V010307,Added,,,
measurements,V010308,Added,,,
measurements,V010309,Added,,,
measurements,V010310,Added,,,
measurements,V010311,Added,,,
measurements,V010312,Added,,,
measurements,V010313,Added,,,
measurements,V010314,Added,,,
measurements,V010315,Added,,,
measurements,V010316,Added,,,
measurements,V010317,Added,,,
measurements,V010318,Added,,,
measurements,V010319,Added,,,
measurements,V010320,Added,,,
measurements,V010321,Added,,,
measurements,V010322,Added,,,
measurements,V010323,Added,,,
measurements,V010324,Added,,,
measurements,V010325,Added,,,
measurements,V010326,Added,,,
measurements,V010327,Added,,,
measurements,V010328,Added,,,
measurements,V010329,Added,,,
measurements,V010330,Added,,,
measurements,V010331,Added,,,
measurements,V010332,Added,,,
measurements,V010333,Added,,,
measurements,V010334,Added,,,
measurements,V010335,Added,,,
measurements,V010336,Added,,,
measurements,V010337,Added,,,
measurements,V010338,Added,,,
measurements,V010339,Added,,,
measurements,V010340,Added,,,
measurements,V010341,Added,,,
measurements,V010342,Added,,,
measurements,V010343,Added,,,
measurements,V010344,Added,,,
measurements,V010345,Added,,,
measurements,V010346,Added,,,
measurements,V010347,Added,,,
measurements,V010348,Added,,,
measurements,V010349,Added,,,
measurements,V010350,Added,,,
measurements,V010351,Added,,,
measurements,V010352,Added,,,
measurements,V010353,Added,,,
measurements,V010354,Added,,,
measurements,V010355,Added,,,
measurements,V010356,Added,,,
measurements,V010357,Added,,,
measurements,V010358,Added,,,
measurements,V010359,Added,,,
measurements,V010360,Added,,,
measurements,V010361,Added,,,
measurements,V010362,Added,,,
measurements,V010363,Added,,,
measurements,V010364,Added,,,
measurements,V010365,Added,,,
measurements,V010366,Added,,,
measurements,V010367,Added,,,
measurements,V010368,Added,,,
measurements,V010369,Added,,,
measurements,V010370,Added,,,
measurements,V010371,Added,,,
measurements,V010372,Added,,,
measurements,V010373,Added,,,
measurements,V010374,Added,,,
measurements,V010375,Added,,,
measurements,V010376,Added,,,
measurements,V010377,Added,,,
measurements,V010378,Added,,,
measurements,V010379,Added,,,
measurements,V010380,Added,,,
measurements,V010381,Added,,,
measurements,V010382,Added,,,
measurements,V010383,Added,,,
measurements,V010384,Added,,,
measurements,V010385,Added,,,
measurements,V010386,Added,,,
measurements,V010387,Added,,,
measurements,V010388,Added,,,
measurements,V010389,Added,,,
measurements,V010390,Added,,,
measurements,V010391,Added,,,
measurements,V010392,Added,,,
measurements,V010393,Added,,,
measurements,V010394,Added,,,
measurements,V010395,Added,,,
measurements,V010396,Added,,,
measurements,V010397,Added,,,
measurements,V010398,Added,,,
measurements,V010399,Added,,,
measurements,V010400,Added,,,
measurements,V010401,Added,,,
measurements,V010402,Added,,,
measurements,V010403,Added,,,
measurements,V010404,Added,,,
measurements,V010405,Added,,,
measurements,V010406,Added,,,
measurements,V010407,Added,,,
measurements,V010408,Added,,,
measurements,V010409,Added,,,
measurements,V010410,Added,,,
measurements,V010411,Added,,,
measurements,V010412,Added,,,
measurements,V010413,Added,,,
measurements,V010414,Added,,,
measurements,V010415,Added,,,
measurements,V010416,Added,,,
measurements,V010417,Added,,,
measurements,V010418,Added,,,
measurements,V010419,Added,,,
measurements,V010420,Added,,,
measurements,V010421,Added,,,
measurements,V010422,Added,,,
measurements,V010423,Added,,,
measurements,V010424,Added,,,
measurements,V010425,Added,,,
measurements,V010426,Added,,,
measurements,V010427,Added,,,
measurements,V010428,Added,,,
measurements,V010429,Added,,,
measurements,V010430,Added,,,
measurements,V010431,Added,,,
measurements,V010432,Added,,,
measurements,V010433,Added,,,
measurements,V010434,Added,,,
measurements,V010435,Added,,,
measurements,V010436,Added,,,
measurements,V010437,Added,,,
measurements,V010438,Added,,,
measurements,V010439,Added,,,
measurements,V010440,Added,,,
profile_notes,P0978 | Speed,Added,,,
profile_notes,P0978 | Retraction,Added,,,
profile_notes,P0979 | Cooling,Added,,,
profile_notes,P0979 | Speed,Added,,,
profile_notes,P0980 | Cooling,Added,,,
profile_notes,P0980 | Speed,Added,,,
profile_notes,P0981 | Layer height,Added,,,
profile_notes,P0981 | Speed,Added,,,
profile_notes,P0981 | Adhesion / release,Added,,,
profile_notes,P0981 | Retraction,Added,,,
profile_notes,P0985 | Adhesion / release,Added,,,
profile_notes,P0985 | Speed,Added,,,
profile_notes,P0985 | Cooling,Added,,,
profile_notes,P0986 | Adhesion / release,Added,,,
profile_notes,P0986 | Speed,Added,,,
profile_notes,P0987 | Speed,Added,,,
profile_notes,P0990 | Speed,Added,,,
profile_notes,P0990 | Retraction,Added,,,
profile_notes,P0990 | Cooling,Added,,,
profile_notes,P0991 | Cooling,Added,,,
profile_notes,P0992 | Adhesion / release,Added,,,
profile_notes,P0992 | Speed,Added,,,
profile_notes,P0992 | Cooling,Added,,,
profile_notes,P0993 | Speed,Added,,,
profile_notes,P0994 | Cooling,Added,,,
profile_notes,P0994 | Speed,Added,,,
profile_notes,P0994 | Retraction,Added,,,
profile_notes,P0995 | Speed,Added,,,
profile_notes,P0995 | Retraction,Added,,,
profile_notes,P0995 | Shell / walls,Added,,,
profile_notes,P0996 | Speed,Added,,,
profile_notes,P0996 | Retraction,Added,,,
profile_notes,P0996 | Shell / walls,Added,,,
profile_notes,P0997 | Speed,Added,,,
profile_notes,P0999 | Layer height,Added,,,
profile_notes,P0999 | Speed,Added,,,
profile_notes,P0999 | Adhesion / release,Added,,,
profile_notes,P0999 | Retraction,Added,,,
profile_notes,P1000 | Shell / walls,Added,,,
profile_notes,P1001 | Shell / walls,Added,,,
profile_notes,P1002 | Speed,Added,,,
profile_notes,P1002 | Retraction,Added,,,
profile_notes,P1004 | Speed,Added,,,
profile_notes,P1005 | Speed,Added,,,
profile_notes,P1005 | Adhesion / release,Added,,,
profile_notes,P1005 | Retraction,Added,,,
profile_notes,P1005 | Shell / walls,Added,,,
profile_notes,P1006 | Speed,Added,,,
profile_notes,P1006 | Adhesion / release,Added,,,
profile_notes,P1006 | Retraction,Added,,,
profile_notes,P1006 | Shell / walls,Added,,,
profile_notes,P1007 | Shell / walls,Added,,,
profile_notes,P1008 | Shell / walls,Added,,,
profile_notes,P1009 | Speed,Added,,,
profile_notes,P1009 | Shell / walls,Added,,,
profile_notes,P1009 | Cooling,Added,,,
profile_notes,P1009 | Layer height,Added,,,
profile_notes,P1009 | Retraction,Added,,,
profile_notes,P1010 | Speed,Added,,,
profile_notes,P1010 | Layer height,Added,,,
profile_notes,P1011 | Layer height,Added,,,
profile_notes,P1012 | Cooling,Added,,,
profile_notes,P1012 | Speed,Added,,,
profile_notes,P1014 | Speed,Added,,,
profile_notes,P1014 | Adhesion / release,Added,,,
profile_notes,P1014 | Retraction,Added,,,
profile_notes,P1014 | Shell / walls,Added,,,
profile_notes,P1015 | Speed,Added,,,
profile_notes,P1015 | Adhesion / release,Added,,,
profile_notes,P1015 | Retraction,Added,,,
profile_notes,P1015 | Shell / walls,Added,,,
profile_notes,P1016 | Adhesion / release,Added,,,
profile_notes,P1016 | Speed,Added,,,
profile_notes,P1016 | Cooling,Added,,,
profile_notes,P1017 | Cooling,Added,,,
profile_notes,P1017 | Speed,Added,,,
profile_notes,P1017 | Retraction,Added,,,
profile_notes,P1018 | Cooling,Added,,,
profile_notes,P1018 | Speed,Added,,,
profile_notes,P1018 | Retraction,Added,,,
profile_notes,P1019 | Cooling,Added,,,
profile_notes,P1021 | Speed,Added,,,
profile_notes,P1021 | Retraction,Added,,,
profile_notes,P1022 | Speed,Added,,,
profile_notes,P1025 | Adhesion / release,Added,,,
profile_notes,P1025 | Speed,Added,,,
profile_notes,P1025 | Cooling,Added,,,
profile_notes,P1026 | Speed,Added,,,
profile_notes,P1027 | Cooling,Added,,,
profile_notes,P1027 | Speed,Added,,,
profile_notes,P1028 | Layer height,Added,,,
profile_notes,P1029 | Cooling,Added,,,
profile_notes,P1029 | Speed,Added,,,
profile_notes,P1031 | Cooling,Added,,,
profile_notes,P1031 | Speed,Added,,,
profile_notes,P1031 | Retraction,Added,,,
profile_notes,P1032 | Layer height,Added,,,
profile_notes,P1032 | Speed,Added,,,
profile_notes,P1032 | Adhesion / release,Added,,,
profile_notes,P1032 | Retraction,Added,,,
profile_notes,P1033 | Cooling,Added,,,
profile_notes,P1033 | Speed,Added,,,
profile_notes,P1035 | Cooling,Added,,,
profile_notes,P1035 | Speed,Added,,,
profile_notes,P1037 | Speed,Added,,,
profile_notes,P1037 | Adhesion / release,Added,,,
profile_notes,P1037 | Retraction,Added,,,
profile_notes,P1037 | Shell / walls,Added,,,
profile_notes,P1038 | Speed,Added,,,
profile_notes,P1038 | Adhesion / release,Added,,,
profile_notes,P1038 | Retraction,Added,,,
profile_notes,P1038 | Shell / walls,Added,,,
profiles,P0978,Added,,,
profiles,P0979,Added,,,
profiles,P0980,Added,,,
profiles,P0981,Added,,,
profiles,P0982,Added,,,
profiles,P0983,Added,,,
profiles,P0984,Added,,,
profiles,P0985,Added,,,
profiles,P0986,Added,,,
profiles,P0987,Added,,,
profiles,P0988,Added,,,
profiles,P0989,Added,,,
profiles,P0990,Added,,,
profiles,P0991,Added,,,
profiles,P0992,Added,,,
profiles,P0993,Added,,,
profiles,P0994,Added,,,
profiles,P0995,Added,,,
profiles,P0996,Added,,,
profiles,P0997,Added,,,
profiles,P0998,Added,,,
profiles,P0999,Added,,,
profiles,P1000,Added,,,
profiles,P1001,Added,,,
profiles,P1002,Added,,,
profiles,P1003,Added,,,
profiles,P1004,Added,,,
profiles,P1005,Added,,,
profiles,P1006,Added,,,
profiles,P1007,Added,,,
profiles,P1008,Added,,,
profiles,P1009,Added,,,
profiles,P1010,Added,,,
profiles,P1011,Added,,,
profiles,P1012,Added,,,
profiles,P1013,Added,,,
profiles,P1014,Added,,,
profiles,P1015,Added,,,
profiles,P1016,Added,,,
profiles,P1017,Added,,,
profiles,P1018,Added,,,
profiles,P1019,Added,,,
profiles,P1020,Added,,,
profiles,P1021,Added,,,
profiles,P1022,Added,,,
profiles,P1023,Added,,,
profiles,P1024,Added,,,
profiles,P1025,Added,,,
profiles,P1026,Added,,,
profiles,P1027,Added,,,
profiles,P1028,Added,,,
profiles,P1029,Added,,,
profiles,P1030,Added,,,
profiles,P1031,Added,,,
profiles,P1032,Added,,,
profiles,P1033,Added,,,
profiles,P1034,Added,,,
profiles,P1035,Added,,,
profiles,P1036,Added,,,
profiles,P1037,Added,,,
profiles,P1038,Added,,,
sources,R-RECREUS-FILAFLEX-95A-FOAMY-TECHNICAL-DATA-SHEET-TDS-2024,Added,,,
sources,S-PEBA-eSUN-PVA-Filament-TDS-V4-0,Added,,,
sources,R-COLORFABB-TDS-E-ColorFabb-XT-2,Added,,,
sources,R-RECREUS-Filaflex-Foamy,Added,,,
sources,S-PET-TDS-BVOH,Added,,,
sources,S-PET-TDS-Helios-Support,Added,,,
sources,R-FILAMENT2PRINT-Eco-Coffee,Added,,,
sources,R-FIBERLOGY-FIBERLOGY-FIBERSILK-TDS-201a07,Added,,,
sources,R-3DJAKE-EN-TDS-LumberLay-pptx,Added,,,
sources,R-EXTRUDR-biofusion-TDS-en,Added,,,
sources,D-SIRAYA-siraya-tech-rebound-peba-95a-tds,Added,,,
sources,R-BASF-Ultrafuse-HiPS-TDS-EN-v2-2,Added,,,
sources,R-YOUSU-YOUSUPETGTDS-8fb4,Added,,,
sources,R-3DJAKE-TDS-3DJAKE-ecoPLA-CF,Added,,,
sources,S-POLYCN-TDS-Polymaker-PolySupport-v5-5-2026-01-14-EN,Added,,,
sources,S-PEBA-TPU-LW-TDS-V1,Added,,,
sources,R-EXTRUDR-pearl-TDS-en,Added,,,
sources,R-FILLAMENTUM-Technical-Data-Sheet-Nylon-CF15-Carbon-03012019,Added,,,
sources,D-SIRAYA-fibreheart-tpu-gf-filament-tds,Added,,,
sources,S-POLYCN-TDS-Polymaker-Polycast-V5-5-2025-12-10-EN,Added,,,
sources,R-COLORFABB-TDS-E-ColorFabb-CopperFill,Added,,,
sources,R-3DJAKE-3DJake-mattePLA,Added,,,
sources,R-RECREUS-Filaflex-95-Foamy,Added,,,
sources,R-3D4MAKERS-TDS-Facilan-PCL100-filament-V1-4,Added,,,
sources,S-POLYCN-TDS-Polymaker-PolySupport-PA12-v5-5-2026-01-14-EN,Added,,,
sources,R-FIBERLOGY-FIBERLOGY-FIBERSATIN-TDS,Added,,,
sources,R-NANOVIA-HIPS,Added,,,
sources,S-POLYCN-PolyWood-TDS-V5-1,Added,,,
sources,R-FILAMENT2PRINT-AddNorth-Koltron-KG1,Added,,,
sources,R-SUNLU-9c709eea-12c7-4a05-b5cd-227c63c700b8,Added,,,
