Verdict,Note,By,MeasurementID,batch,Manufacturer,Product,Property,Direction,Raw value,Normalized value,Standard / load,Locator,SourceID,URL,Document,Page images
agree,,claude-second-read,V003181,b03-3dxtech,3DXTECH,ezPC Polycarbonate,Density,Not applicable,1.2 g/cc,1200 kg/m³,1183 g/cc ISO 1183,p. 1: Density ISO 1183 g/cc,X-ECOMAX-ezPC-TDS-v01,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/ezPC_TDS_v01.pdf?v=1723942769,.cache/sources/by-sha/2ebb8628d8e7acef2e7b271e4af8799590eb2ee500b8ad4cc191cbb19c8760e1.pdf,
agree,,claude-second-read,V003237,b03-3dxtech,3DXTECH,CarbonX Carbon Fiber High Temp Nylon (HTN),Melting temperature,Not applicable,265 °C,265 °C,Tm DSC °C,p. 1: Melt Temperature (Tm) DSC °C,X-ECOMAX-CarbonX-CF-HTN-TDS-v2,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_HTN_TDS_v2.pdf?v=1723942768,.cache/sources/by-sha/667819cc231a94e0c4d534c2cf07f2b31a15ac9c19be49c3ceccea7f15eaff12.pdf,
disagrees: standard,"Value 137 C is right, but Standards and Standard / load both read ""Not published"". The sheet names the method in its Standard column: the label wraps, and the value line itself is ""DSC C 137"" under the heading ""Glass Transition Temperature ... (Tg)"". The repo vocabulary has DSC for exactly this (""Differential scanning calorimetry, where the source names the method but no standard"") and the Melt Temperature rows of the same maker record it (V003277, V003237). The Tg rows dropped it where the label wrapped across three lines.",claude-second-read,V003383,b03-3dxtech,3DXTECH,CarbonX Carbon Fiber PC/ABS,Glass transition temperature,Not applicable,137 °C,137 °C,Not published,p. 1: Glass Transition Temperature DSC °C,X-ECOMAX-CarbonX-CF-PC-ABS-TDS-v1-1,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_PC_ABS_TDS_v1.1.pdf?v=1723942768,.cache/sources/by-sha/d2a92ebae3f2ecfa64e28820576e513d42f60089d42c98183f487e44d5c7f8dd.pdf,
agree,,claude-second-read,V003272,b03-3dxtech,3DXTECH,CarbonX Carbon Fiber PEKK-A CF15,Tensile modulus,XY,9125 MPa,9.125 GPa,527 MPa ISO 527,p. 1: Tensile Modulus ISO 527 MPa,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF15_PEKK-A__TDS_v1.pdf?v=1723942767,.cache/sources/by-sha/95c7cf8931daf69c32185347f27a7e99d448023c08fc7751568972d137d761fc.pdf,
agree,,claude-second-read,V003296,b03-3dxtech,3DXTECH,3DXSTAT ESD-Ultem 1010,Tensile break strength,XY,62 MPa,62 MPa,527 MPa ISO 527,"p. 1: Tensile Strength, Break ISO 527 MPa",X-ECOMAX-3DXSTAT-ESD-Ultem1010-TDS-v3-1,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXSTAT_ESD_Ultem1010_TDS_v3.1.pdf?v=1723942767,.cache/sources/by-sha/9b896e0a93a618bea1746cd06d491d55d73a11055092233898d330b50c09305c.pdf,
agree,,claude-second-read,V003209,b03-3dxtech,3DXTECH,ECOMAX Tough PLA,Flexural strength,XY,98 MPa,98 MPa,178 MPa ISO 178,p. 1: Flexural Strength ISO 178 MPa,X-ECOMAX-ECOMAX-Tough-PLA-TDS-v1,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/ECOMAX_Tough_PLA_TDS_v1.pdf?v=1723942767,.cache/sources/by-sha/57234e686be8dd59257761560e63b3ca10735105826d47a960426cd595d9cc5a.pdf,
agree,,claude-second-read,V003176,b03-3dxtech,3DXTECH,CarbonX Carbon Fiber PETG,Elongation at break,XY,3 %,3 %,ISO 527,"p. 1: Tensile Elongation, Break ISO 527 %",X-ECOMAX-CarbonX-CF-PETG-TDS-v3,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_PETG_TDS_v3.pdf?v=1723942765,.cache/sources/by-sha/22783af9e285e8b060d020ab1111d9c3504f68ab4bd8230071cb3d9e68cb73bf.pdf,
agree,,claude-second-read,V003222,b03-3dxtech,3DXTECH,ThermaX PEI,Tensile strength (endpoint unspecified),XY,54 MPa,54 MPa,527 MPa ISO 527,p. 1: Tensile Strength ISO 527 MPa,X-ECOMAX-THERMAX-PEI-9085-TDS-v4,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/THERMAX_PEI_9085_TDS_v4.pdf?v=1723942766,.cache/sources/by-sha/64ed61b4aa2e3e3000ee89b5ece8cba6e71fa56181c8418225d4d0b187097311.pdf,
agree,,claude-second-read,V003166,b03-3dxtech,3DXTECH,ThermaX PEI GF30,Tensile yield strength,XY,145 MPa,145 MPa,527 MPa ISO 527,"p. 1: Tensile Strength, Yield ISO 527 MPa",X-ECOMAX-FIBREX-GF30-ULTEM-PEI-v1,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/FIBREX_GF30_ULTEM_PEI_v1.pdf?v=1723992647,.cache/sources/by-sha/157b2bcc1e673d048dd0809c5fb1a33d45dce2041cb97197ef5d3b08b2d79417.pdf,
disagrees: condition,"Value 212 C and ISO 75 are right, but the row records Test temperature ""0.45C"". The sheet prints ""Deflection Temperature at 0.45 MPa (66psi) | ISO 75 | C | 212"": 0.45 MPa is the flexural load, not a temperature, and the sheet publishes no test temperature. Test load MPa=0.45 already carries the load; Standard / load reads ""0.45 C ISO 75"", which is the same confusion.",claude-second-read,V003172,b03-3dxtech,3DXTECH,ThermaX PEI GF30,HDT,Not applicable,212 °C,212 °C,0.45 °C ISO 75,p. 1: Deflection Temperature at 0.45 ISO 75 °C,X-ECOMAX-FIBREX-GF30-ULTEM-PEI-v1,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/FIBREX_GF30_ULTEM_PEI_v1.pdf?v=1723992647,.cache/sources/by-sha/157b2bcc1e673d048dd0809c5fb1a33d45dce2041cb97197ef5d3b08b2d79417.pdf,
agree,,claude-second-read,V003194,b03-3dxtech,3DXTECH,3DXMAX ABS,Flexural modulus,XY,1985 MPa,1.985 GPa,178 MPa ISO 178,p. 1: Flexural Modulus ISO 178 MPa,X-ECOMAX-3DXMAX-ABS-TDS-v3,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXMAX_ABS_TDS_v3.pdf?v=1723942765,.cache/sources/by-sha/31b8080ee3e4f0b13b9307a35450536c055e430b8568215c0cb24c73335490a9.pdf,
agree,,claude-second-read,V003213,b03-3dxtech,3DXTECH,CarbonX Carbon Fiber High Temp Nylon (HTN),Density,Not applicable,1.24 g/cc,1240 kg/m³,1183 g/cc ISO 1183,p. 1: Density ISO 1183 g/cc,X-ECOMAX-CF-HTN-v1,https://irp.cdn-website.com/8ecbc4ef/files/uploaded/CF_HTN_v1.pdf,.cache/sources/by-sha/59c7908de7aa18f47bd753050671244cb6cf3cfb89ef7eb69da39294f5035ff3.pdf,
disagrees: standard,"Value 247 C is right, but Standards and Standard / load both read ""Not published"". The sheet names the method in its Standard column: the label wraps, and the value line itself is ""DSC C 247"" under the heading ""Glass Transition Temperature ... (Tg)"". The repo vocabulary has DSC for exactly this (""Differential scanning calorimetry, where the source names the method but no standard"") and the Melt Temperature rows of the same maker record it (V003277, V003237). The Tg rows dropped it where the label wrapped across three lines.",claude-second-read,V003260,b03-3dxtech,3DXTECH,ThermaX TPI,Glass transition temperature,Not applicable,247 °C,247 °C,Not published,p. 1: Glass Transition Temperature DSC °C,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/Thermax_TPI_TDS_TDS_v1.pdf?v=1723942769,.cache/sources/by-sha/81346563c3d6978496b3fada42f0eec8e8a504d75359a377215566a607e53fc3.pdf,
agree,,claude-second-read,V003191,b03-3dxtech,3DXTECH,3DXMAX ABS,Tensile modulus,XY,1950 MPa,1.95 GPa,527 MPa ISO 527,p. 1: Tensile Modulus ISO 527 MPa,X-ECOMAX-3DXMAX-ABS-TDS-v3,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXMAX_ABS_TDS_v3.pdf?v=1723942765,.cache/sources/by-sha/31b8080ee3e4f0b13b9307a35450536c055e430b8568215c0cb24c73335490a9.pdf,
agree,,claude-second-read,V003370,b03-3dxtech,3DXTECH,CarbonX Carbon Fiber Ultem 9085,Tensile break strength,XY,93 MPa,93 MPa,527 MPa ISO 527,"p. 1: Tensile Strength, Break ISO 527 MPa",X-ECOMAX-CarbonX-CF-Ultem-9085-TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_Ultem_9085_TDS.pdf?v=1723942769,.cache/sources/by-sha/cd313eb5a9f5dbdfa3824e510fb13cd9f18925e6d6be633be6c1d71fd7561a1d.pdf,
agree,,claude-second-read,V003185,b03-3dxtech,3DXTECH,ezPC Polycarbonate,Flexural strength,XY,91 MPa,91 MPa,178 MPa ISO 178,p. 1: Flexural Strength ISO 178 MPa,X-ECOMAX-ezPC-TDS-v01,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/ezPC_TDS_v01.pdf?v=1723942769,.cache/sources/by-sha/2ebb8628d8e7acef2e7b271e4af8799590eb2ee500b8ad4cc191cbb19c8760e1.pdf,
agree,,claude-second-read,V003364,b03-3dxtech,3DXTECH,CarbonX Carbon Fiber ezPC Polycarbonate,Elongation at break,XY,2.1 %,2.1 %,ISO 527,"p. 1: Tensile Elongation, Break ISO 527 %",X-ECOMAX-CarbonX-CF-ezPC-TDSv1,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/CarbonX_CF_ezPC_TDSv1.pdf?v=1723942769,.cache/sources/by-sha/c919d23e6ef8bcf52968b27bdc1658306c00fe307ddcafbc0efacee1c0dc1742.pdf,
disagrees: condition,"Value 112 C and ISO 75 are right, but the row records Test temperature ""0.45C"". The sheet prints ""Deflection Temperature at 0.45 MPa (66psi) | ISO 75 | C | 112"": 0.45 MPa is the flexural load, not a temperature, and the sheet publishes no test temperature. Test load MPa=0.45 already carries the load; Standard / load reads ""0.45 C ISO 75"", which is the same confusion.",claude-second-read,V003188,b03-3dxtech,3DXTECH,ezPC Polycarbonate,HDT,Not applicable,112 °C,112 °C,0.45 °C ISO 75,p. 1: Deflection Temperature at 0.45 ISO 75 °C,X-ECOMAX-ezPC-TDS-v01,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/ezPC_TDS_v01.pdf?v=1723942769,.cache/sources/by-sha/2ebb8628d8e7acef2e7b271e4af8799590eb2ee500b8ad4cc191cbb19c8760e1.pdf,
agree,,claude-second-read,V003218,b03-3dxtech,3DXTECH,CarbonX Carbon Fiber High Temp Nylon (HTN),Flexural modulus,XY,7895 MPa,7.895 GPa,178 MPa ISO 178,p. 1: Flexural Modulus ISO 178 MPa,X-ECOMAX-CF-HTN-v1,https://irp.cdn-website.com/8ecbc4ef/files/uploaded/CF_HTN_v1.pdf,.cache/sources/by-sha/59c7908de7aa18f47bd753050671244cb6cf3cfb89ef7eb69da39294f5035ff3.pdf,
agree,,claude-second-read,V003149,b03-3dxtech,3DXTECH,3DXSTAT ESD-PC,Density,Not applicable,1.24 g/cc,1240 kg/m³,1183 g/cc ISO 1183,p. 1: Density ISO 1183 g/cc,X-ECOMAX-3DXSTAT-ESD-PC-v3-TDS,https://cdn.shopify.com/s/files/1/0625/4185/6821/files/3DXSTAT_ESD_PC_v3_TDS.pdf?v=1723942765,.cache/sources/by-sha/06d9624d8452d6c20e8a8823e16d07f786d2a3ab8415951f1666b26c9690b4c1.pdf,
