table,record,action,field,before,after
measurements,V002767,Edited,Notes,"Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).","Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). Re-attributed 2026-09-18 (m55): read from the 2025 edition of the sheet, which is a different document from the 2022 edition it was recorded against."
measurements,V002768,Edited,SourceID,S-SPECTRUM-en-tds-spectrum-pp,S-SPECTRUM-en-tds-spectrum-pp-42aa71
measurements,V002768,Edited,Notes,"Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).","Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). Re-attributed 2026-09-18 (m55): read from the 2025 edition of the sheet, which is a different document from the 2022 edition it was recorded against."
measurements,V002769,Edited,SourceID,S-SPECTRUM-en-tds-spectrum-pp,S-SPECTRUM-en-tds-spectrum-pp-42aa71
measurements,V002769,Edited,Notes,"Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).","Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). Re-attributed 2026-09-18 (m55): read from the 2025 edition of the sheet, which is a different document from the 2022 edition it was recorded against."
measurements,V002770,Edited,SourceID,S-SPECTRUM-en-tds-spectrum-pp,S-SPECTRUM-en-tds-spectrum-pp-42aa71
measurements,V002770,Edited,Notes,"Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).","Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). Re-attributed 2026-09-18 (m55): read from the 2025 edition of the sheet, which is a different document from the 2022 edition it was recorded against."
measurements,V002771,Edited,SourceID,S-SPECTRUM-en-tds-spectrum-pp,S-SPECTRUM-en-tds-spectrum-pp-42aa71
measurements,V002771,Edited,Notes,"Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).","Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). Re-attributed 2026-09-18 (m55): read from the 2025 edition of the sheet, which is a different document from the 2022 edition it was recorded against."
measurements,V002772,Edited,SourceID,S-SPECTRUM-en-tds-spectrum-pp,S-SPECTRUM-en-tds-spectrum-pp-42aa71
measurements,V002772,Edited,Notes,"Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).","Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). Re-attributed 2026-09-18 (m55): read from the 2025 edition of the sheet, which is a different document from the 2022 edition it was recorded against."
measurements,V002773,Edited,SourceID,S-SPECTRUM-en-tds-spectrum-pp,S-SPECTRUM-en-tds-spectrum-pp-42aa71
measurements,V002773,Edited,Notes,"Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).","Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). Re-attributed 2026-09-18 (m55): read from the 2025 edition of the sheet, which is a different document from the 2022 edition it was recorded against."
measurements,V002774,Edited,SourceID,S-SPECTRUM-en-tds-spectrum-pp,S-SPECTRUM-en-tds-spectrum-pp-42aa71
measurements,V002774,Edited,Notes,"Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv).","Added 2026-09-18 (m54-batch-b02-spectrum): re-read from the source document, page 1 (SHA-256 recorded in sources.csv). Re-attributed 2026-09-18 (m55): read from the 2025 edition of the sheet, which is a different document from the 2022 edition it was recorded against."
measurements,V003134,Added,,,
measurements,V003135,Added,,,
measurements,V003136,Added,,,
measurements,V003137,Added,,,
measurements,V003138,Added,,,
measurements,V003139,Added,,,
measurements,V003140,Added,,,
measurements,V003141,Added,,,
measurements,V003142,Added,,,
measurements,V003143,Added,,,
measurements,V003144,Added,,,
measurements,V003145,Added,,,
measurements,V003146,Added,,,
measurements,V003147,Added,,,
measurements,V003148,Added,,,
measurements,V003149,Added,,,
measurements,V003150,Added,,,
measurements,V003151,Added,,,
measurements,V003152,Added,,,
measurements,V003153,Added,,,
measurements,V003154,Added,,,
measurements,V003155,Added,,,
measurements,V003156,Added,,,
measurements,V003157,Added,,,
measurements,V003158,Added,,,
measurements,V003159,Added,,,
measurements,V003160,Added,,,
measurements,V003161,Added,,,
measurements,V003162,Added,,,
measurements,V003163,Added,,,
measurements,V003164,Added,,,
measurements,V003165,Added,,,
measurements,V003166,Added,,,
measurements,V003167,Added,,,
measurements,V003168,Added,,,
measurements,V003169,Added,,,
measurements,V003170,Added,,,
measurements,V003171,Added,,,
measurements,V003172,Added,,,
measurements,V003173,Added,,,
measurements,V003174,Added,,,
measurements,V003175,Added,,,
measurements,V003176,Added,,,
measurements,V003177,Added,,,
measurements,V003178,Added,,,
measurements,V003179,Added,,,
measurements,V003180,Added,,,
measurements,V003181,Added,,,
measurements,V003182,Added,,,
measurements,V003183,Added,,,
measurements,V003184,Added,,,
measurements,V003185,Added,,,
measurements,V003186,Added,,,
measurements,V003187,Added,,,
measurements,V003188,Added,,,
measurements,V003189,Added,,,
measurements,V003190,Added,,,
measurements,V003191,Added,,,
measurements,V003192,Added,,,
measurements,V003193,Added,,,
measurements,V003194,Added,,,
measurements,V003195,Added,,,
measurements,V003196,Added,,,
measurements,V003197,Added,,,
measurements,V003198,Added,,,
measurements,V003199,Added,,,
measurements,V003200,Added,,,
measurements,V003201,Added,,,
measurements,V003202,Added,,,
measurements,V003203,Added,,,
measurements,V003204,Added,,,
measurements,V003205,Added,,,
measurements,V003206,Added,,,
measurements,V003207,Added,,,
measurements,V003208,Added,,,
measurements,V003209,Added,,,
measurements,V003210,Added,,,
measurements,V003211,Added,,,
measurements,V003212,Added,,,
measurements,V003213,Added,,,
measurements,V003214,Added,,,
measurements,V003215,Added,,,
measurements,V003216,Added,,,
measurements,V003217,Added,,,
measurements,V003218,Added,,,
measurements,V003219,Added,,,
measurements,V003220,Added,,,
measurements,V003221,Added,,,
measurements,V003222,Added,,,
measurements,V003223,Added,,,
measurements,V003224,Added,,,
measurements,V003225,Added,,,
measurements,V003226,Added,,,
measurements,V003227,Added,,,
measurements,V003228,Added,,,
measurements,V003229,Added,,,
measurements,V003230,Added,,,
measurements,V003231,Added,,,
measurements,V003232,Added,,,
measurements,V003233,Added,,,
measurements,V003234,Added,,,
measurements,V003235,Added,,,
measurements,V003236,Added,,,
measurements,V003237,Added,,,
measurements,V003238,Added,,,
measurements,V003239,Added,,,
measurements,V003240,Added,,,
measurements,V003241,Added,,,
measurements,V003242,Added,,,
measurements,V003243,Added,,,
measurements,V003244,Added,,,
measurements,V003245,Added,,,
measurements,V003246,Added,,,
measurements,V003247,Added,,,
measurements,V003248,Added,,,
measurements,V003249,Added,,,
measurements,V003250,Added,,,
measurements,V003251,Added,,,
measurements,V003252,Added,,,
measurements,V003253,Added,,,
measurements,V003254,Added,,,
measurements,V003255,Added,,,
measurements,V003256,Added,,,
measurements,V003257,Added,,,
measurements,V003258,Added,,,
measurements,V003259,Added,,,
measurements,V003260,Added,,,
measurements,V003261,Added,,,
measurements,V003262,Added,,,
measurements,V003263,Added,,,
measurements,V003264,Added,,,
measurements,V003265,Added,,,
measurements,V003266,Added,,,
measurements,V003267,Added,,,
measurements,V003268,Added,,,
measurements,V003269,Added,,,
measurements,V003270,Added,,,
measurements,V003271,Added,,,
measurements,V003272,Added,,,
measurements,V003273,Added,,,
measurements,V003274,Added,,,
measurements,V003275,Added,,,
measurements,V003276,Added,,,
measurements,V003277,Added,,,
measurements,V003278,Added,,,
measurements,V003279,Added,,,
measurements,V003280,Added,,,
measurements,V003281,Added,,,
measurements,V003282,Added,,,
measurements,V003283,Added,,,
measurements,V003284,Added,,,
measurements,V003285,Added,,,
measurements,V003286,Added,,,
measurements,V003287,Added,,,
measurements,V003288,Added,,,
measurements,V003289,Added,,,
measurements,V003290,Added,,,
measurements,V003291,Added,,,
measurements,V003292,Added,,,
measurements,V003293,Added,,,
measurements,V003294,Added,,,
measurements,V003295,Added,,,
measurements,V003296,Added,,,
measurements,V003297,Added,,,
measurements,V003298,Added,,,
measurements,V003299,Added,,,
measurements,V003300,Added,,,
measurements,V003301,Added,,,
measurements,V003302,Added,,,
measurements,V003303,Added,,,
measurements,V003304,Added,,,
measurements,V003305,Added,,,
measurements,V003306,Added,,,
measurements,V003307,Added,,,
measurements,V003308,Added,,,
measurements,V003309,Added,,,
measurements,V003310,Added,,,
measurements,V003311,Added,,,
measurements,V003312,Added,,,
measurements,V003313,Added,,,
measurements,V003314,Added,,,
measurements,V003315,Added,,,
measurements,V003316,Added,,,
measurements,V003317,Added,,,
measurements,V003318,Added,,,
measurements,V003319,Added,,,
measurements,V003320,Added,,,
measurements,V003321,Added,,,
measurements,V003322,Added,,,
measurements,V003323,Added,,,
measurements,V003324,Added,,,
measurements,V003325,Added,,,
measurements,V003326,Added,,,
measurements,V003327,Added,,,
measurements,V003328,Added,,,
measurements,V003329,Added,,,
measurements,V003330,Added,,,
measurements,V003331,Added,,,
measurements,V003332,Added,,,
measurements,V003333,Added,,,
measurements,V003334,Added,,,
measurements,V003335,Added,,,
measurements,V003336,Added,,,
measurements,V003337,Added,,,
measurements,V003338,Added,,,
measurements,V003339,Added,,,
measurements,V003340,Added,,,
measurements,V003341,Added,,,
measurements,V003342,Added,,,
measurements,V003343,Added,,,
measurements,V003344,Added,,,
measurements,V003345,Added,,,
measurements,V003346,Added,,,
measurements,V003347,Added,,,
measurements,V003348,Added,,,
measurements,V003349,Added,,,
measurements,V003350,Added,,,
measurements,V003351,Added,,,
measurements,V003352,Added,,,
measurements,V003353,Added,,,
measurements,V003354,Added,,,
measurements,V003355,Added,,,
measurements,V003356,Added,,,
measurements,V003357,Added,,,
measurements,V003358,Added,,,
measurements,V003359,Added,,,
measurements,V003360,Added,,,
measurements,V003361,Added,,,
measurements,V003362,Added,,,
measurements,V003363,Added,,,
measurements,V003364,Added,,,
measurements,V003365,Added,,,
measurements,V003366,Added,,,
measurements,V003367,Added,,,
measurements,V003368,Added,,,
measurements,V003369,Added,,,
measurements,V003370,Added,,,
measurements,V003371,Added,,,
measurements,V003372,Added,,,
measurements,V003373,Added,,,
measurements,V003374,Added,,,
measurements,V003375,Added,,,
measurements,V003376,Added,,,
measurements,V003377,Added,,,
measurements,V003378,Added,,,
measurements,V003379,Added,,,
measurements,V003380,Added,,,
measurements,V003381,Added,,,
measurements,V003382,Added,,,
measurements,V003383,Added,,,
measurements,V003384,Added,,,
plausibility_windows,W0080,Added,,,
plausibility_windows,W0081,Added,,,
plausibility_windows,W0082,Added,,,
profile_notes,P0238 | Layer height,Added,,,
profile_notes,P0239 | Layer height,Added,,,
profile_notes,P0240 | Layer height,Added,,,
profile_notes,P0241 | Layer height,Added,,,
profile_notes,P0242 | Layer height,Added,,,
profile_notes,P0243 | Layer height,Added,,,
profile_notes,P0244 | Layer height,Added,,,
profile_notes,P0245 | Layer height,Added,,,
profile_notes,P0246 | Layer height,Added,,,
profile_notes,P0247 | Layer height,Added,,,
profile_notes,P0248 | Layer height,Added,,,
profile_notes,P0249 | Layer height,Added,,,
profile_notes,P0250 | Layer height,Added,,,
profile_notes,P0251 | Layer height,Added,,,
profile_notes,P0252 | Layer height,Added,,,
profile_notes,P0253 | Layer height,Added,,,
profile_notes,P0254 | Layer height,Added,,,
profile_notes,P0255 | Layer height,Added,,,
profile_notes,P0256 | Layer height,Added,,,
profile_notes,P0257 | Layer height,Added,,,
profile_notes,P0258 | Layer height,Added,,,
profile_notes,P0259 | Layer height,Added,,,
profile_notes,P0260 | Layer height,Added,,,
profile_notes,P0261 | Layer height,Added,,,
profile_notes,P0262 | Layer height,Added,,,
profile_notes,P0263 | Layer height,Added,,,
profile_notes,P0264 | Layer height,Added,,,
profile_notes,P0265 | Layer height,Added,,,
profile_notes,P0266 | Layer height,Added,,,
profile_notes,P0267 | Layer height,Added,,,
profile_notes,P0268 | Layer height,Added,,,
profile_notes,P0269 | Layer height,Added,,,
profiles,P0238,Added,,,
profiles,P0239,Added,,,
profiles,P0240,Added,,,
profiles,P0241,Added,,,
profiles,P0242,Added,,,
profiles,P0243,Added,,,
profiles,P0244,Added,,,
profiles,P0245,Added,,,
profiles,P0246,Added,,,
profiles,P0247,Added,,,
profiles,P0248,Added,,,
profiles,P0249,Added,,,
profiles,P0250,Added,,,
profiles,P0251,Added,,,
profiles,P0252,Added,,,
profiles,P0253,Added,,,
profiles,P0254,Added,,,
profiles,P0255,Added,,,
profiles,P0256,Added,,,
profiles,P0257,Added,,,
profiles,P0258,Added,,,
profiles,P0259,Added,,,
profiles,P0260,Added,,,
profiles,P0261,Added,,,
profiles,P0262,Added,,,
profiles,P0263,Added,,,
profiles,P0264,Added,,,
profiles,P0265,Added,,,
profiles,P0266,Added,,,
profiles,P0267,Added,,,
profiles,P0268,Added,,,
profiles,P0269,Added,,,
sources,S-SPECTRUM-en-tds-spectrum-pp-42aa71,Added,,,
sources,X-ECOMAX-ESD-TPC-92A-v3,Added,,,
sources,X-ECOMAX-3DXSTAT-ESD-PEKK-TDS,Added,,,
sources,X-ECOMAX-3DXSTAT-ESD-PC-v3-TDS,Added,,,
sources,X-ECOMAX-3DXSTAT-ESD-PLA-TDS-v3,Added,,,
sources,X-ECOMAX-FIBREX-GF30-ULTEM-PEI-v1,Added,,,
sources,X-ECOMAX-CarbonX-CF-PETG-TDS-v3,Added,,,
sources,X-ECOMAX-ezPC-TDS-v01,Added,,,
sources,X-ECOMAX-3DXMAX-ABS-TDS-v3,Added,,,
sources,X-ECOMAX-CarbonX-CF-Ultem-TDS-v3,Added,,,
sources,X-ECOMAX-ECOMAX-Tough-PLA-TDS-v1,Added,,,
sources,X-ECOMAX-CF-HTN-v1,Added,,,
sources,X-ECOMAX-THERMAX-PEI-9085-TDS-v4,Added,,,
sources,X-ECOMAX-CarbonX-CF-HTN-TDS-v2,Added,,,
sources,X-ECOMAX-3DXMAX-PCASA-TDS-v3,Added,,,
sources,X-ECOMAX-3DXSTAT-ESD-PVDF-v3-TDS,Added,,,
sources,X-ECOMAX-Thermax-TPI-TDS-TDS-v1,Added,,,
sources,X-ECOMAX-3DXMAX-PC-TDS-v3,Added,,,
sources,X-ECOMAX-CarbonX-CF15-PEKK-A-TDS-v1,Added,,,
sources,X-ECOMAX-FIBREX-GF-ABS-TDS-v1,Added,,,
sources,X-ECOMAX-3DXMAX-ASA-TDS-v3,Added,,,
sources,X-ECOMAX-3DXSTAT-ESD-Ultem1010-TDS-v3-1,Added,,,
sources,X-ECOMAX-CarbonX-CF-PLA-TDS-v3,Added,,,
sources,X-ECOMAX-3DXSTAT-ESD-PPS-v3-TDS,Added,,,
sources,X-ECOMAX-CarbonX-CF-PEEK-TDS-v3,Added,,,
sources,X-ECOMAX-3DXSTAT-ESD-TPU-90A-TDS-v1-1,Added,,,
sources,X-ECOMAX-3XDSTAT-ESD-Ultem-v3-TDS,Added,,,
sources,X-ECOMAX-3DXMAX-PETG-TDS,Added,,,
sources,X-ECOMAX-CarbonX-CF20-PEEK-TDS-v1,Added,,,
sources,X-ECOMAX-FIBREX-GF20-PEEK-v2,Added,,,
sources,X-ECOMAX-CarbonX-CF-ezPC-TDSv1,Added,,,
sources,X-ECOMAX-CarbonX-CF-Ultem-9085-TDS,Added,,,
sources,X-ECOMAX-CarbonX-CF-PC-ABS-TDS-v1-1,Added,,,
